quan,dien_tich_dat_m2,dien_tich_su_dung_m2,phong_ngu,nha_tam,gia
4,87.0,87.0,3.0,2.0,5.9
12,61.2,61.2,1.0,1.0,2.15
12,56.0,56.0,4.0,5.0,6.25
Tân Phú,52.0,217.0,7.0,5.0,10.6
8,61.0,120.0,3.0,3.0,1.1
1,220.0,1110.0,5.0,5.0,120.0
12,72.0,72.0,2.0,3.0,5.95
6,42.0,180.0,3.0,4.0,8.5
Tân Phú,156.0,156.0,2.0,2.0,17.8
Bình Tân,36.0,70.0,2.0,2.0,2.98
3,114.0,250.0,2.0,2.0,45.0
Thủ Đức (TP. Thủ Đức),58.0,58.0,3.0,2.0,4.2
1,120.0,600.0,5.0,5.0,160.0
Gò Vấp,79.0,225.0,4.0,4.0,8.999
8,52.0,104.0,2.0,2.0,0.87
7,66.6,180.0,4.0,5.0,7.45
6,133.0,133.0,3.0,1.0,14.5
11,92.0,234.0,3.0,3.0,70.0
5,48.0,90.0,2.0,1.0,19.5
12,35.0,60.0,2.0,2.0,0.799
2,160.0,917.0,5.0,7.0,115.0
Tân Phú,41.5,41.5,4.0,3.0,6.5
6,82.0,230.0,4.0,5.0,9.4
Bình Tân,92.0,250.0,4.0,4.0,9.0
4,65.0,65.0,2.0,1.0,5.2
Phú Nhuận,131.0,992.0,8.0,8.0,54.0
8,65.0,130.0,3.0,2.0,0.95
9,280.0,280.0,4.0,4.0,29.9
11,80.0,80.0,4.0,3.0,3.75
1,102.0,300.0,6.0,6.0,35.0
7,48.0,48.0,4.0,3.0,7.6
10,40.0,80.0,3.0,2.0,3.8
6,106.0,550.0,5.0,6.0,14.9
6,200.0,200.0,5.0,3.0,31.0
12,30.0,60.0,2.0,1.0,1.849
6,135.0,520.0,5.0,4.0,16.5
10,55.0,50.0,8.0,8.0,29.8
6,68.0,68.0,4.0,4.0,11.5
Bình Tân,72.0,72.0,4.0,4.0,8.3
8,150.0,190.0,3.0,2.0,10.2
Gò Vấp,74.0,162.0,5.0,4.0,10.5
7,79.0,140.0,3.0,3.0,11.5
7,120.0,250.0,5.0,4.0,8.5
4,40.0,40.0,1.0,1.0,2.3
11,44.0,100.0,3.0,2.0,6.5
6,78.0,255.0,5.0,6.0,13.5
1,72.0,72.0,1.0,1.0,11.2
7,150.0,250.0,5.0,5.0,13.6
Tân Bình,64.0,3.0,4.0,5.0,6.5
1,110.0,300.0,5.0,6.0,25.0
5,52.0,104.0,3.0,3.0,1.97
9,50.0,45.0,2.0,2.0,3.6
7,220.0,650.0,5.0,6.0,47.0
2,137.0,137.0,3.0,2.0,17.5
9,192.0,192.0,2.0,1.0,18.5
9,51.0,118.0,4.0,3.0,4.7
3,320.0,640.0,2.0,2.0,400.0
2,100.0,300.0,4.0,5.0,18.0
11,48.0,192.0,2.0,2.0,5.95
7,132.0,600.0,1.0,5.0,27.0
7,40.0,100.0,3.0,4.0,8.099
11,103.0,500.0,5.0,4.0,26.5
Bình Tân,80.0,200.0,4.0,5.0,6.5
3,108.0,84.0,7.0,7.0,35.0
4,75.0,75.0,2.0,2.0,5.3
6,66.0,130.0,4.0,3.0,0.995
Phú Nhuận,42.0,150.0,5.0,5.0,7.1
Thủ Đức (TP. Thủ Đức),53.4,125.46,3.0,2.0,8.0
6,66.0,130.0,4.0,3.0,1.06
10,80.0,80.0,8.0,8.0,28.0
Tân Bình,295.2,1212.0,7.0,8.0,70.0
Tân Phú,60.0,200.0,5.0,4.0,9.999
Phú Nhuận,256.0,1024.0,4.0,4.0,193.0
Tân Bình,39.0,90.0,3.0,4.0,4.0
11,49.0,150.0,2.0,2.0,6.5
6,93.0,298.0,4.0,4.0,12.5
Bình Thạnh,62.53,250.12,4.0,3.0,14.0
11,111.0,300.0,3.0,2.0,26.5
2,140.0,420.0,4.0,5.0,40.0
4,135.0,135.0,4.0,2.0,8.6
Tân Phú,31.0,54.0,1.0,1.0,3.2
6,443.0,443.0,3.0,3.0,65.0
4,76.0,76.0,2.0,1.0,3.25
9,56.0,112.0,2.0,2.0,0.91
Thủ Đức (TP. Thủ Đức),125.0,125.0,4.0,4.0,6.5
5,50.0,50.0,4.0,5.0,2.55
9,67.0,67.0,4.0,4.0,6.49
9,62.0,123.0,4.0,5.0,5.5
Phú Nhuận,92.0,276.0,4.0,4.0,13.0
Gò Vấp,80.0,289.0,4.0,7.0,15.7
6,49.0,116.0,4.0,1.0,5.699
1,137.0,799.0,6.0,6.0,40.0
6,56.0,210.0,4.0,5.0,9.5
Tân Bình,31.0,31.0,2.0,2.0,7.35
2,144.0,144.0,3.0,3.0,30.0
12,72.0,72.0,4.0,5.0,8.19
7,290.0,290.0,5.0,5.0,140.0
Tân Bình,40.0,200.0,5.0,5.0,6.3
5,96.0,762.0,8.0,8.0,36.0
8,41.0,41.0,3.0,3.0,3.69
Gò Vấp,150.0,249.0,4.0,2.0,13.499
10,303.0,303.0,7.0,7.0,88.0
Bình Tân,48.0,48.0,3.0,3.0,3.179
Phú Nhuận,21.0,50.0,3.0,3.0,11.9
9,96.0,95.0,2.0,1.0,3.5
4,24.1,24.1,4.0,4.0,1.8
Phú Nhuận,144.0,144.0,1.0,1.0,31.0
9,106.0,106.0,6.0,6.0,7.7
Tân Phú,38.0,76.0,3.0,2.0,3.05
2,350.0,500.0,4.0,5.0,98.0
10,200.0,999.0,10.0,10.0,57.0
9,85.0,85.0,3.0,2.0,4.89
8,44.0,44.0,2.0,2.0,2.95
Bình Tân,200.0,200.0,6.0,7.0,15.0
2,142.0,142.0,3.0,3.0,19.0
Bình Tân,54.0,199.0,6.0,4.0,5.959
Thủ Đức (TP. Thủ Đức),100.2,350.0,3.0,3.0,54.999
12,81.0,81.0,1.0,1.0,4.8
10,45.0,150.0,4.0,3.0,9.799
1,50.0,50.0,1.0,1.0,5.6
Phú Nhuận,69.0,169.0,4.0,3.0,3.55
7,54.0,200.0,4.0,5.0,6.95
12,170.0,170.0,4.0,4.0,15.0
4,80.0,80.0,2.0,2.0,4.4
Bình Tân,50.0,50.0,1.0,1.0,4.1
Thủ Đức (TP. Thủ Đức),68.0,68.0,2.0,2.0,4.4
9,50.0,58.0,2.0,1.0,4.15
8,100.0,100.0,3.0,3.0,2.4
12,75.0,75.0,4.0,3.0,2.9
7,62.0,240.0,4.0,5.0,12.99
1,234.0,234.0,1.0,1.0,169.999
Phú Nhuận,52.0,104.0,3.0,2.0,3.65
9,149.0,300.0,3.0,2.0,10.499
5,68.0,126.0,2.0,2.0,1.24
5,56.0,56.0,3.0,3.0,3.3
9,212.0,212.0,3.0,2.0,12.0
8,34.0,66.0,2.0,2.0,3.55
11,59.0,230.0,7.0,8.0,9.6
Tân Bình,540.0,540.0,6.0,6.0,52.0
2,51.0,51.0,1.0,1.0,7.0
4,60.0,60.0,1.0,1.0,4.7
9,180.0,291.0,5.0,6.0,23.0
6,39.0,78.0,2.0,2.0,4.5
Phú Nhuận,75.2,232.0,3.0,4.0,35.0
2,100.0,100.0,2.0,2.0,13.5
7,51.0,173.0,4.0,4.0,13.0
Tân Phú,90.0,90.0,4.0,4.0,12.7
2,129.0,129.0,3.0,2.0,19.5
Thủ Đức (TP. Thủ Đức),170.0,170.0,3.0,2.0,9.8
9,90.0,256.0,4.0,5.0,9.495
1,84.0,420.0,5.0,4.0,41.0
7,105.0,210.0,6.0,6.0,7.8
8,220.0,300.0,4.0,2.0,19.0
Gò Vấp,176.0,180.0,6.0,6.0,40.0
Bình Tân,56.0,56.0,2.0,2.0,5.8
6,74.0,74.0,2.0,1.0,10.5
5,88.0,300.0,3.0,3.0,25.0
Phú Nhuận,44.0,44.0,2.0,2.0,6.3
10,136.0,136.0,4.0,4.0,59.0
5,50.0,110.0,3.0,3.0,1.97
Tân Bình,85.0,85.0,6.0,6.0,130.0
Thủ Đức (TP. Thủ Đức),100.0,243.0,4.0,5.0,11.4
9,1000.0,1000.0,5.0,3.0,18.5
Thủ Đức (TP. Thủ Đức),97.0,97.0,3.0,2.0,7.0
11,60.0,60.0,4.0,5.0,2.35
11,56.0,156.0,4.0,4.0,14.9
2,88.0,88.0,2.0,2.0,11.5
4,170.0,170.0,3.0,3.0,0.007
11,94.0,94.0,1.0,1.0,6.3
Gò Vấp,50.0,140.0,4.0,3.0,4.399
3,138.0,138.0,2.0,2.0,60.0
Gò Vấp,56.0,190.0,4.0,3.0,14.999
8,190.0,300.0,4.0,4.0,18.0
12,72.0,72.0,4.0,4.0,8.35
Bình Thạnh,72.0,280.0,4.0,3.0,14.5
3,260.0,260.0,2.0,2.0,52.0
Thủ Đức (TP. Thủ Đức),55.0,55.0,3.0,2.0,5.3
9,58.0,209.6,6.0,3.0,10.2
5,58.0,116.0,3.0,3.0,0.94
9,85.0,85.0,5.0,6.0,2.6
Gò Vấp,81.0,300.0,4.0,4.0,9.2
Bình Tân,64.0,64.0,4.0,3.0,7.4
4,108.0,756.0,6.0,7.0,45.0
12,127.0,127.0,3.0,2.0,12.5
4,45.0,90.0,2.0,2.0,0.75
6,122.0,450.0,5.0,6.0,17.9
2,200.0,450.0,4.0,5.0,60.0
Bình Tân,125.0,150.0,2.0,2.0,9.5
11,65.0,310.0,6.0,4.0,13.5
12,56.0,56.0,4.0,6.0,6.5
9,62.0,140.0,4.0,4.0,5.1
7,64.0,64.0,4.0,4.0,8.5
8,72.0,290.0,8.0,9.0,13.0
6,72.0,218.0,5.0,6.0,12.7
4,62.0,124.0,3.0,3.0,0.83
8,65.0,130.0,3.0,3.0,1279.999
9,67.0,150.0,3.0,3.0,5.1
9,63.0,126.0,3.0,3.0,0.945
Bình Thạnh,80.0,240.0,4.0,5.0,12.23
1,285.0,1396.0,3.0,3.0,320.0
11,53.0,100.0,3.0,2.0,13.0
Tân Phú,73.0,73.0,1.0,1.0,6.8
11,92.0,220.0,3.0,2.0,7.5
2,100.0,356.5,4.0,4.0,29.0
9,192.0,232.0,3.0,3.0,14.4
12,105.0,105.0,4.0,7.0,10.9
5,120.0,250.0,3.0,3.0,23.5
3,35.0,200.0,10.0,8.0,18.0
6,72.0,296.0,4.0,4.0,11.7
Thủ Đức (TP. Thủ Đức),229.0,229.0,7.0,7.0,9.0
3,160.0,551.0,6.0,7.0,60.0
9,86.0,86.0,5.0,5.0,8.8
4,49.0,150.0,2.0,3.0,2.5
9,100.0,100.0,4.0,5.0,18.0
9,144.0,144.0,2.0,2.0,14.4
2,104.0,104.0,3.0,2.0,22.5
4,50.0,50.0,1.0,1.0,3.7
Bình Thạnh,55.0,250.0,5.0,6.0,8.9
Phú Nhuận,154.0,950.0,7.0,7.0,40.0
2,270.0,270.0,2.0,2.0,29.0
4,84.0,84.0,2.0,2.0,3.7
10,15.0,40.0,2.0,2.0,2.95
Tân Phú,72.0,72.0,1.0,1.0,9.2
4,11.9,23.0,1.0,1.0,1.15
6,96.0,259.0,5.0,6.0,12.5
9,77.0,77.0,2.0,1.0,6.05
12,53.0,53.0,2.0,1.0,5.5
6,108.0,310.0,5.0,4.0,10.2
Bình Tân,365.0,365.0,1.0,1.0,70.0
5,62.0,124.0,3.0,2.0,0.91
5,211.6,575.0,2.0,2.0,180.0
4,83.0,83.0,3.0,2.0,6.5
Tân Phú,102.0,240.0,4.0,3.0,12.0
3,434.0,1685.0,7.0,7.0,170.0
12,90.0,90.0,3.0,2.0,6.1
Tân Bình,52.0,96.0,2.0,2.0,8.4
2,124.0,146.0,3.0,2.0,24.0
11,59.0,260.0,4.0,3.0,21.0
3,65.0,349.0,7.0,7.0,31.0
12,250.0,250.0,1.0,1.0,24.0
12,63.0,63.0,4.0,4.0,5.9
9,100.0,217.0,5.0,5.0,24.0
Bình Tân,44.0,176.0,4.0,3.0,5.2
Bình Thạnh,47.0,200.0,4.0,4.0,8.8
10,120.0,840.0,6.0,7.0,45.0
8,60.0,120.0,3.0,3.0,1.053
1,850.0,850.0,6.0,6.0,570.0
12,76.0,76.0,1.0,1.0,5.8
4,80.0,80.0,4.0,5.0,4.0
1,132.5,452.0,5.0,5.0,130.0
1,242.0,1160.0,7.0,7.0,87.0
10,54.0,200.0,5.0,5.0,25.0
4,58.0,116.0,3.0,3.0,1.46
1,312.0,1200.0,5.0,6.0,320.0
2,175.0,175.0,3.0,2.0,15.0
Gò Vấp,52.0,52.0,4.0,5.0,7.95
Thủ Đức (TP. Thủ Đức),64.0,64.0,5.0,6.0,6.0
7,192.0,35.0,6.0,6.0,27.0
3,225.0,240.0,3.0,3.0,100.0
12,76.0,228.0,4.0,5.0,7.3
1,66.0,350.0,8.0,8.0,20.5
2,114.0,114.0,1.0,1.0,25.5
1,150.0,722.0,10.0,6.0,180.0
Tân Bình,55.0,200.0,4.0,5.0,8.7
Gò Vấp,65.0,225.0,4.0,5.0,9.9
10,40.0,100.0,3.0,3.0,6.0
9,57.0,228.0,4.0,5.0,6.199
1,139.0,139.0,2.0,2.0,43.0
Phú Nhuận,144.0,576.0,6.0,6.0,62.0
9,72.0,72.0,4.0,5.0,2.45
10,70.0,70.0,4.0,3.0,11.9
Bình Thạnh,42.0,150.0,4.0,5.0,6.85
1,119.0,499.0,5.0,5.0,280.0
12,90.0,90.0,1.0,1.0,6.8
6,133.0,133.0,5.0,3.0,10.5
9,80.0,80.0,3.0,3.0,4.5
4,64.0,126.0,3.0,3.0,0.97
1,67.0,433.0,5.0,6.0,43.0
8,63.0,126.0,2.0,2.0,0.87
Bình Tân,40.0,40.0,2.0,2.0,4.75
2,94.0,400.0,7.0,7.0,14.0
5,27.0,27.0,5.0,5.0,33.5
Phú Nhuận,128.0,600.0,6.0,5.0,55.0
Bình Tân,60.0,60.0,4.0,4.0,9.7
11,59.0,118.0,2.0,2.0,0.915
1,90.0,450.0,5.0,5.0,25.0
12,590.0,678.0,2.0,1.0,49.0
Bình Tân,112.0,112.0,2.0,1.0,5.8
8,60.0,180.0,3.0,3.0,0.86
Tân Bình,305.0,305.0,2.0,2.0,47.0
1,72.0,504.0,6.0,7.0,28.0
Thủ Đức (TP. Thủ Đức),119.0,119.0,5.0,5.0,6.8
1,240.0,960.0,4.0,4.0,110.0
7,160.0,160.0,2.0,2.0,23.5
11,188.0,404.0,8.0,10.0,25.0
2,100.0,100.0,2.0,2.0,13.0
7,110.0,198.0,4.0,5.0,18.0
6,124.0,300.0,6.0,3.0,17.8
3,60.0,177.0,3.0,4.0,30.0
4,92.0,92.0,2.0,2.0,5.5
9,81.0,81.0,1.0,1.0,9.7
Bình Thạnh,45.0,120.0,4.0,3.0,7.3
Bình Thạnh,53.0,200.0,5.0,4.0,16.0
1,64.0,257.0,6.0,5.0,28.0
Bình Thạnh,227.0,1000.0,6.0,6.0,98.0
Tân Phú,98.0,98.0,4.0,4.0,10.0
9,88.0,88.0,5.0,5.0,7.4
Thủ Đức (TP. Thủ Đức),80.0,80.0,2.0,2.0,6.49
6,96.0,96.0,2.0,2.0,12.0
4,71.0,71.0,2.0,2.0,1.605
3,72.0,146.0,2.0,3.0,28.9
8,66.0,132.0,3.0,3.0,0.916
Bình Tân,30.0,50.0,2.0,2.0,1.75
11,60.0,60.0,6.0,7.0,15.3
1,198.0,198.0,10.0,10.0,450.0
2,92.0,92.0,3.0,2.0,6.499
Gò Vấp,32.0,59.0,2.0,1.0,3.3
8,70.0,140.0,3.0,3.0,1.1
6,53.0,53.0,4.0,4.0,9.0
4,60.0,120.0,3.0,3.0,1.135
4,117.0,117.0,3.0,2.0,9.7
Tân Phú,70.0,200.0,3.0,3.0,9.6
Bình Thạnh,52.0,250.0,6.0,7.0,9.0
6,135.0,260.0,5.0,4.0,18.9
12,60.0,60.0,3.0,2.0,4.85
1,50.0,50.0,1.0,1.0,6.0
10,50.0,250.0,5.0,6.0,15.7
9,67.0,122.0,3.0,3.0,1.53
5,62.0,62.0,2.0,2.0,8.5
Tân Bình,56.0,200.0,5.0,3.0,12.8
11,37.0,100.0,4.0,3.0,6.4
Bình Tân,19.0,96.0,3.0,4.0,2.95
12,107.0,107.0,4.0,4.0,6.5
8,70.0,70.0,4.0,2.0,4.3
7,140.0,140.0,5.0,5.0,40.999
Phú Nhuận,270.0,250.0,4.0,4.0,95.0
Tân Phú,82.0,300.0,5.0,5.0,17.5
10,40.0,100.0,3.0,3.0,14.0
Tân Phú,60.0,150.0,2.0,2.0,6.4
7,56.51,56.51,2.0,1.0,4.75
12,93.0,93.0,2.0,1.0,4.9
8,60.0,180.0,3.0,3.0,0.86
6,60.0,60.0,1.0,1.0,7.3
8,55.0,110.0,2.0,3.0,1.27
Phú Nhuận,132.0,132.0,7.0,7.0,35.0
6,99.0,250.0,4.0,2.0,12.8
Gò Vấp,40.0,154.0,10.0,10.0,7.3
5,59.0,118.0,3.0,3.0,0.99
12,99.0,180.0,3.0,4.0,6.6
Tân Bình,72.0,140.0,3.0,2.0,6.8
Tân Phú,60.0,250.0,6.0,6.0,9.8
4,56.0,112.0,3.0,3.0,1.26
8,136.0,400.0,5.0,5.0,12.0
Bình Tân,34.0,59.0,2.0,1.0,2.95
Thủ Đức (TP. Thủ Đức),58.0,95.0,4.0,4.0,5.7
11,60.0,178.0,2.0,2.0,2.78
5,92.0,92.0,5.0,6.0,3.45
12,68.0,136.0,2.0,2.0,5.4
Phú Nhuận,60.0,60.0,1.0,1.0,4.85
5,84.0,84.0,3.0,2.0,23.0
Bình Tân,45.0,45.0,3.0,3.0,5.2
Bình Thạnh,47.0,200.0,4.0,4.0,8.8
4,56.0,110.0,3.0,3.0,1.58
Bình Thạnh,30.8,150.0,2.0,3.0,5.5
4,35.0,98.0,2.0,3.0,6.0
Thủ Đức (TP. Thủ Đức),78.2,144.0,3.0,2.0,7.585
1,121.0,121.0,3.0,2.0,16.5
9,150.0,150.0,3.0,3.0,18.5
5,22.3,61.0,4.0,3.0,5.8
5,243.6,222.1,4.0,4.0,110.0
Bình Tân,365.0,365.0,1.0,1.0,70.0
Tân Phú,200.0,200.0,1.0,1.0,19.5
Bình Tân,90.0,220.0,4.0,5.0,11.6
6,90.0,350.0,7.0,8.0,14.5
4,122.0,122.0,3.0,3.0,1.393
9,50.0,110.0,3.0,3.0,5.1
Thủ Đức (TP. Thủ Đức),50.0,50.0,4.0,3.0,4.4
2,120.0,120.0,3.0,2.0,12.9
6,88.2,281.4,4.0,4.0,18.0
11,35.0,120.0,4.0,3.0,7.0
6,100.0,200.0,3.0,3.0,15.8
4,117.0,117.0,3.0,2.0,6.5
7,84.0,84.0,4.0,2.0,7.65
6,80.0,80.0,1.0,1.0,8.8
12,100.0,100.0,4.0,3.0,5.95
12,100.0,100.0,5.0,4.0,6.7
4,75.0,75.0,2.0,2.0,0.025
7,162.0,250.0,5.0,5.0,13.9
6,125.0,350.0,8.0,8.0,24.5
4,66.0,240.0,5.0,5.0,7.2
3,337.0,1600.0,10.0,10.0,260.0
Phú Nhuận,32.0,64.0,2.0,2.0,1.75
9,74.0,90.0,4.0,2.0,5.5
11,92.0,184.0,2.0,2.0,12.0
Tân Phú,117.0,117.0,6.0,3.0,14.0
Tân Bình,60.0,120.0,3.0,1.0,13.5
8,104.0,312.0,3.0,3.0,11.0
Thủ Đức (TP. Thủ Đức),76.0,76.0,2.0,2.0,3.95
6,183.0,183.0,4.0,4.0,26.5
11,79.0,120.0,3.0,2.0,15.5
2,97.0,97.0,2.0,2.0,10.3
8,64.0,128.0,3.0,3.0,0.88
11,64.0,139.0,3.0,2.0,14.5
4,33.0,66.0,2.0,2.0,4.2
11,33.0,66.0,2.0,1.0,4.8
Tân Bình,300.0,600.0,2.0,2.0,80.0
3,41.0,82.0,2.0,1.0,23.0
6,80.0,80.0,6.0,4.0,11.5
Tân Phú,140.0,400.0,3.0,3.0,28.3
4,70.0,70.0,4.0,3.0,4.3
Tân Bình,65.0,64.0,4.0,3.0,9.5
Bình Tân,56.0,99.0,3.0,3.0,4.499
1,89.0,630.0,7.0,7.0,36.0
1,261.0,261.0,3.0,3.0,55.0
Tân Phú,78.0,270.0,4.0,4.0,10.6
6,85.0,85.0,1.0,1.0,10.5
8,58.8,58.8,4.0,3.0,2.5
Gò Vấp,109.0,220.0,1.0,1.0,9.7
1,140.0,1120.0,8.0,8.0,65.0
9,152.0,185.0,9.0,9.0,6.3
Bình Tân,47.0,76.0,2.0,2.0,3.95
7,138.0,310.0,4.0,5.0,15.9
Bình Tân,68.0,68.0,4.0,5.0,7.9
1,225.0,450.0,10.0,10.0,80.0
Tân Phú,35.0,35.0,4.0,5.0,5.95
11,38.0,120.0,3.0,4.0,5.9
10,64.0,320.0,5.0,5.0,43.0
8,55.0,165.0,4.0,3.0,0.961
Thủ Đức (TP. Thủ Đức),64.0,155.0,4.0,3.0,7.5
11,56.0,112.0,2.0,3.0,1.04
12,130.0,130.0,8.0,8.0,7.29
12,60.0,60.0,3.0,4.0,5.6
Tân Phú,76.0,300.0,4.0,4.0,12.5
6,78.0,78.0,5.0,4.0,15.0
Bình Tân,100.0,280.0,4.0,4.0,11.9
9,50.0,99.0,3.0,3.0,4.1
9,60.0,120.0,3.0,3.0,0.79
8,66.0,132.0,3.0,3.0,1.05
Tân Phú,50.0,100.0,3.0,2.0,4.19
3,340.0,340.0,6.0,6.0,109.0
5,52.0,100.0,3.0,3.0,8.3
Bình Thạnh,92.0,180.0,3.0,2.0,12.6
6,72.0,72.0,2.0,2.0,13.5
6,144.0,550.0,7.0,8.0,28.0
Bình Tân,56.0,56.0,2.0,2.0,5.4
6,110.0,330.0,6.0,6.0,19.0
6,80.0,260.0,4.0,5.0,13.0
Phú Nhuận,30.0,90.0,4.0,5.0,6.5
7,80.0,80.0,5.0,5.0,8.65
8,68.0,136.0,3.0,3.0,0.975
7,122.0,122.0,3.0,2.0,11.0
8,73.0,73.0,5.0,4.0,7.3
Phú Nhuận,62.0,240.0,4.0,4.0,11.3
2,62.0,186.0,4.0,4.0,4.9
7,90.0,350.0,6.0,6.0,16.6
Tân Phú,68.0,140.0,2.0,2.0,9.5
1,74.0,296.0,4.0,3.0,85.0
Bình Thạnh,72.0,170.0,4.0,4.0,8.7
Gò Vấp,86.0,230.0,7.0,6.0,14.0
8,80.0,240.0,4.0,4.0,11.3
7,112.0,330.0,5.0,4.0,8.9
7,90.0,250.0,4.0,4.0,11.9
10,34.0,40.0,4.0,4.0,7.5
4,133.0,133.0,3.0,2.0,9.3
11,72.0,72.0,4.0,4.0,3.35
5,63.0,120.0,3.0,3.0,1.83
5,80.0,80.0,2.0,1.0,2.099
2,80.0,240.0,4.0,5.0,24.0
10,79.0,79.0,2.0,2.0,4.9
Bình Thạnh,180.0,180.0,6.0,6.0,58.0
Tân Phú,51.0,200.0,4.0,6.0,7.3
5,60.0,120.0,3.0,3.0,1.13
12,90.0,120.0,2.0,2.0,6.199
8,65.0,130.0,3.0,3.0,1.23
9,30.0,30.0,4.0,3.0,3.9
10,27.0,54.0,1.0,2.0,6.0
6,86.8,86.8,1.0,1.0,8.199
8,70.0,140.0,3.0,3.0,0.95
12,44.0,80.0,3.0,3.0,2.15
3,86.7,350.0,4.0,4.0,65.0
9,92.0,92.0,2.0,1.0,4.5
10,55.0,220.0,5.0,5.0,10.6
Tân Phú,68.0,68.0,5.0,4.0,8.9
Bình Thạnh,40.0,200.0,3.0,4.0,7.7
Tân Phú,32.0,64.0,2.0,3.0,1.89
5,222.0,222.0,5.0,5.0,35.0
1,132.0,132.0,6.0,6.0,57.0
7,40.0,120.0,3.0,3.0,10.5
Tân Phú,37.0,74.0,3.0,2.0,2.45
Bình Tân,150.0,92.0,2.0,2.0,12.0
8,62.0,124.0,3.0,3.0,0.98
8,29.0,58.0,3.0,3.0,4.4
5,52.0,200.0,4.0,3.0,9.5
12,208.0,208.0,1.0,1.0,16.0
10,89.0,540.0,6.0,6.0,45.0
6,50.0,150.0,4.0,3.0,7.6
Bình Thạnh,70.0,350.0,7.0,8.0,11.8
7,155.0,210.0,5.0,5.0,55.0
8,97.4,97.4,3.0,1.0,6.0
5,62.5,185.0,3.0,3.0,4.15
12,138.0,126.0,4.0,5.0,14.9
Bình Tân,66.0,66.0,5.0,5.0,8.2
11,52.0,52.0,4.0,5.0,3.55
Phú Nhuận,100.0,450.0,5.0,6.0,25.999
9,88.0,90.0,2.0,2.0,4.9
12,23.5,23.5,2.0,1.0,2.35
5,68.0,136.0,3.0,3.0,1.39
3,84.0,73.4,6.0,7.0,40.0
9,160.0,254.0,4.0,5.0,12.0
4,55.0,54.0,3.0,2.0,0.93
3,48.0,48.0,5.0,5.0,25.0
2,152.0,152.0,3.0,2.0,25.0
9,64.0,128.0,3.0,3.0,0.92
2,149.4,323.0,4.0,5.0,39.5
9,28.0,56.0,1.0,1.0,2.1
11,65.0,65.0,3.0,3.0,3.1
Gò Vấp,75.0,220.0,5.0,4.0,8.6
6,60.0,60.0,5.0,6.0,9.5
11,28.0,28.0,2.0,2.0,3.5
9,67.0,134.0,3.0,3.0,0.69
2,153.0,153.0,6.0,6.0,70.0
12,30.0,60.0,2.0,2.0,1.85
2,120.0,120.0,3.0,2.0,10.5
Tân Bình,64.0,130.0,2.0,3.0,7.2
9,190.0,850.0,3.0,3.0,34.0
2,140.0,140.0,1.0,1.0,105.0
4,50.0,50.0,2.0,2.0,0.975
9,330.0,330.0,2.0,1.0,16.499
2,142.0,142.0,3.0,3.0,23.0
9,88.0,156.0,4.0,4.0,7.0
4,78.5,78.5,2.0,2.0,2.58
11,72.0,72.0,5.0,5.0,3.15
Thủ Đức (TP. Thủ Đức),349.0,400.0,6.0,5.0,36.5
Bình Tân,60.0,60.0,5.0,4.0,7.5
5,70.0,110.0,2.0,2.0,19.7
