quan,dien_tich_dat_m2,dien_tich_su_dung_m2,phong_ngu,nha_tam,gia
10,35.0,35.0,4.0,3.0,6.5
Tân Phú,162.0,700.0,6.0,6.0,27.0
9,83.0,160.0,4.0,2.0,5.5
10,154.0,358.0,5.0,5.0,56.0
9,72.0,72.0,4.0,2.0,3.5
2,70.0,70.0,2.0,2.0,12.0
4,50.0,50.0,1.0,1.0,2.75
4,56.0,112.0,3.0,2.0,1.22
2,160.0,160.0,3.0,2.0,25.0
6,51.0,51.0,5.0,5.0,9.0
7,355.0,1333.0,6.0,6.0,98.0
9,230.0,335.0,5.0,4.0,31.0
9,100.0,278.0,5.0,5.0,11.5
Thủ Đức (TP. Thủ Đức),57.0,84.0,3.0,2.0,4.68
Gò Vấp,127.0,530.0,5.0,5.0,27.0
Tân Phú,120.0,120.0,1.0,1.0,11.2
3,76.0,230.0,3.0,3.0,25.499
2,160.0,400.0,4.0,5.0,38.7
6,68.0,68.0,5.0,4.0,10.0
Bình Tân,56.0,56.0,4.0,3.0,5.9
6,104.0,104.0,6.0,5.0,15.0
9,110.0,109.0,3.0,2.0,5.699
6,68.0,68.0,1.0,1.0,8.6
Tân Phú,50.0,160.0,4.0,3.0,5.85
4,56.0,112.0,2.0,2.0,0.89
8,140.0,350.0,4.0,3.0,14.0
3,150.0,1050.0,7.0,7.0,160.0
5,60.0,120.0,3.0,3.0,0.83
12,75.0,120.0,3.0,3.0,5.85
Bình Thạnh,120.0,120.0,2.0,2.0,24.699
Bình Thạnh,45.0,270.0,6.0,6.0,13.0
4,68.0,68.0,3.0,2.0,1.85
5,49.0,49.0,3.0,4.0,2.8
8,500.0,500.0,6.0,6.0,30.0
2,67.0,67.0,2.0,2.0,1.34
4,80.0,80.0,2.0,2.0,1.77
2,77.0,77.0,2.0,2.0,3.25
3,130.0,780.0,6.0,6.0,34.0
Tân Phú,96.0,300.0,3.0,4.0,11.5
10,30.0,99.0,3.0,3.0,6.3
1,88.0,430.0,5.0,4.0,50.0
4,36.0,72.0,1.0,2.0,4.0
6,20.0,60.0,2.0,2.0,2.55
Bình Tân,900.0,900.0,1.0,1.0,75.0
9,80.0,80.0,3.0,3.0,4.759
8,67.0,134.0,3.0,3.0,0.78
1,14.0,30.0,2.0,1.0,2.45
Tân Phú,94.0,360.0,4.0,4.0,14.9
6,96.0,96.0,5.0,5.0,12.5
6,96.0,380.0,5.0,4.0,31.0
Bình Thạnh,71.0,280.0,6.0,6.0,14.0
12,30.0,59.0,2.0,2.0,1.849
8,27.0,24.0,1.0,1.0,2.049
9,94.0,105.0,4.0,3.0,7.5
1,128.0,256.0,2.0,2.0,32.0
2,106.0,106.0,3.0,2.0,2.69
2,350.0,300.0,4.0,4.0,64.0
7,168.0,400.0,6.0,6.0,17.2
Tân Phú,64.0,180.0,4.0,4.0,8.0
9,50.0,110.0,3.0,3.0,4.5
Bình Tân,48.0,76.0,4.0,2.0,4.55
Bình Tân,100.0,100.0,2.0,1.0,6.6
9,70.4,70.0,2.0,1.0,4.8
12,88.0,88.0,4.0,6.0,7.75
1,50.0,200.0,4.0,5.0,12.9
Tân Phú,160.0,480.0,6.0,6.0,19.3
2,36.0,66.0,2.0,2.0,4.1
1,45.0,120.0,4.0,4.0,9.5
9,63.5,127.0,3.0,3.0,1.05
1,135.0,135.0,2.0,2.0,43.0
Phú Nhuận,73.0,200.0,3.0,3.0,9.0
Bình Thạnh,53.0,150.0,4.0,3.0,7.2
Tân Phú,40.0,80.0,2.0,2.0,5.699
Bình Thạnh,80.0,240.0,4.0,4.0,12.8
Bình Thạnh,22.0,45.0,3.0,2.0,2.78
Tân Bình,204.0,1800.0,9.0,9.0,87.0
1,76.0,255.0,4.0,3.0,85.0
Thủ Đức (TP. Thủ Đức),36.0,36.0,2.0,1.0,3.45
6,48.0,130.0,3.0,3.0,6.2
Tân Phú,60.0,300.0,5.0,6.0,9.89
11,38.0,40.0,7.0,7.0,8.8
8,100.0,400.0,4.0,4.0,9.5
Thủ Đức (TP. Thủ Đức),55.0,150.0,4.0,3.0,4.9
12,72.0,72.0,4.0,5.0,8.7
4,122.0,122.0,3.0,3.0,3.299
Tân Bình,118.3,200.0,2.0,2.0,17.5
1,35.0,70.0,3.0,2.0,5.0
9,60.0,60.0,4.0,5.0,8.85
Tân Phú,165.0,500.0,8.0,6.0,33.5
Tân Phú,80.0,120.0,3.0,2.0,16.5
Gò Vấp,36.0,108.0,2.0,3.0,3.7
Bình Thạnh,73.0,292.0,5.0,6.0,14.5
3,121.0,847.0,5.0,6.0,45.0
5,50.0,200.0,4.0,5.0,10.8
Bình Tân,63.0,179.0,6.0,5.0,6.789
1,40.0,100.0,2.0,3.0,8.5
7,105.0,200.0,6.0,6.0,8.9
1,80.0,80.0,2.0,2.0,11.0
1,25.0,75.0,2.0,2.0,2.19
Bình Thạnh,53.0,53.0,3.0,2.0,4.7
11,32.0,96.0,4.0,3.0,8.6
Gò Vấp,220.0,440.0,4.0,4.0,22.3
2,108.0,480.0,4.0,5.0,22.0
7,68.0,68.0,2.0,2.0,5.48
Tân Bình,278.0,278.0,9.0,8.0,68.0
Phú Nhuận,13.0,40.0,2.0,2.0,2.7
4,61.0,61.0,1.0,1.0,2.699
7,40.0,40.0,2.0,3.0,5.8
10,135.0,270.0,2.0,2.0,41.5
Bình Thạnh,192.8,192.8,2.0,3.0,26.5
8,65.0,130.0,3.0,3.0,1.23
4,68.0,68.0,3.0,2.0,1.1
8,66.0,132.0,2.0,2.0,5.2
3,533.0,2000.0,10.0,10.0,350.0
11,60.0,120.0,3.0,3.0,0.815
Phú Nhuận,68.0,221.0,3.0,4.0,26.5
12,48.0,48.0,1.0,1.0,4.2
4,55.0,110.0,2.0,2.0,0.93
2,119.0,350.0,4.0,5.0,31.5
4,105.0,105.0,3.0,2.0,2.35
Phú Nhuận,54.0,250.0,5.0,5.0,11.9
1,64.0,64.0,5.0,5.0,34.0
Bình Thạnh,52.0,100.0,2.0,2.0,6.8
8,58.0,58.0,3.0,3.0,0.975
4,56.0,56.0,3.0,3.0,2.59
7,90.0,360.0,3.0,5.0,18.6
8,63.0,130.0,3.0,3.0,0.95
Tân Bình,173.0,173.0,1.0,1.0,35.0
Tân Phú,66.0,264.0,4.0,4.0,9.2
7,70.0,100.0,2.0,2.0,7.0
11,55.0,150.0,4.0,4.0,8.3
11,71.0,252.0,6.0,6.0,9.8
Phú Nhuận,50.0,150.0,3.0,3.0,6.2
1,167.0,167.0,1.0,1.0,175.0
Tân Phú,13.0,25.0,2.0,1.0,1.6800000000000002
3,125.0,861.0,3.0,3.0,85.0
11,56.0,168.0,4.0,3.0,0.941
Bình Tân,80.0,230.0,5.0,5.0,11.7
7,60.0,180.0,4.0,5.0,6.45
Tân Phú,75.0,150.0,3.0,2.0,8.999
7,88.0,240.0,4.0,4.0,16.5
2,127.0,127.0,3.0,2.0,18.0
4,45.0,45.0,2.0,2.0,2.9
4,66.6,148.8,3.0,4.0,8.5
1,135.0,130.0,4.0,4.0,35.0
11,56.0,220.0,4.0,4.0,9.0
4,59.0,118.0,3.0,3.0,1.279
7,60.0,180.0,3.0,4.0,6.79
7,115.0,187.0,2.0,3.0,8.1
Bình Tân,64.0,226.0,5.0,6.0,9.3
Thủ Đức (TP. Thủ Đức),60.0,60.0,3.0,2.0,3.6
9,44.0,59.0,3.0,2.0,4.3
5,80.0,80.0,4.0,5.0,3.35
Tân Phú,100.0,450.0,6.0,6.0,14.8
6,48.0,192.0,3.0,3.0,10.5
Tân Phú,30.0,49.0,2.0,1.0,3.679
9,113.0,113.0,10.0,10.0,11.99
12,54.0,54.0,4.0,5.0,6.45
Tân Phú,48.0,218.0,6.0,4.0,12.2
Tân Phú,136.0,136.0,2.0,2.0,15.5
Tân Phú,51.0,96.0,3.0,2.0,5.15
4,55.0,110.0,3.0,2.0,0.93
Thủ Đức (TP. Thủ Đức),64.0,64.0,3.0,2.0,4.2
4,72.0,72.0,2.0,1.0,3.7
10,51.0,100.0,2.0,2.0,11.79
Thủ Đức (TP. Thủ Đức),73.0,73.0,2.0,3.0,7.8
4,111.0,111.0,3.0,2.0,7.3
10,45.0,120.0,3.0,3.0,9.0
7,60.0,180.0,4.0,3.0,5.2
Tân Phú,156.0,486.0,7.0,7.0,22.8
5,48.0,90.0,2.0,2.0,6.3
1,277.0,277.0,1.0,1.0,114.999
1,50.0,150.0,3.0,3.0,0.06
5,50.0,50.0,5.0,6.0,24.5
2,60.0,60.0,2.0,1.0,2.03
11,50.0,100.0,2.0,2.0,12.8
11,86.0,450.0,5.0,6.0,28.0
5,38.0,210.0,5.0,6.0,16.99
5,90.0,180.0,3.0,2.0,31.0
5,60.0,180.0,4.0,3.0,12.49
Bình Tân,30.0,50.0,2.0,2.0,1.85
2,76.0,185.0,4.0,5.0,25.0
2,312.5,889.4,6.0,7.0,170.0
8,149.0,420.0,5.0,5.0,11.5
3,378.0,378.0,1.0,1.0,105.0
Bình Tân,100.0,285.0,4.0,5.0,14.5
7,72.5,280.0,4.0,5.0,13.5
6,86.0,86.0,5.0,3.0,9.5
Tân Phú,55.0,110.0,3.0,2.0,2.45
7,110.0,198.0,4.0,5.0,18.0
2,69.0,69.0,2.0,1.0,2.47
9,130.0,130.0,3.0,2.0,7.0
Bình Tân,56.0,56.0,2.0,2.0,5.85
1,100.0,500.0,5.0,4.0,50.0
11,50.0,268.0,5.0,6.0,12.0
10,171.0,499.0,4.0,4.0,32.0
2,76.0,228.0,4.0,4.0,42.0
5,40.0,70.0,2.0,2.0,2.19
6,100.0,450.0,8.0,8.0,24.5
Tân Bình,150.0,900.0,6.0,6.0,40.0
Tân Phú,87.0,87.0,4.0,4.0,12.9
11,75.0,350.0,6.0,4.0,24.0
11,75.0,75.0,4.0,4.0,3.15
Tân Bình,240.0,720.0,3.0,3.0,99.0
8,178.0,350.0,4.0,2.0,11.1
5,24.0,60.0,2.0,2.0,4.95
5,208.0,400.0,6.0,7.0,35.0
Bình Tân,60.0,60.0,5.0,5.0,7.0
10,90.0,250.0,2.0,2.0,35.0
1,68.0,272.0,4.0,4.0,33.0
Phú Nhuận,16.0,50.0,2.0,3.0,2.79
8,68.0,136.0,3.0,3.0,1.56
11,27.0,27.0,2.0,2.0,3.98
9,61.0,62.0,4.0,4.0,5.0
6,68.0,250.0,4.0,5.0,11.2
Tân Bình,45.0,135.0,4.0,3.0,7.5
Phú Nhuận,71.0,300.0,9.0,9.0,8.8
7,55.0,220.0,5.0,5.0,11.0
5,80.0,350.0,4.0,4.0,17.0
1,116.0,570.0,5.0,5.0,68.0
2,120.0,120.0,3.0,2.0,36.0
Thủ Đức (TP. Thủ Đức),65.0,65.0,4.0,5.0,7.0
3,476.0,550.0,3.0,3.0,310.0
12,95.0,95.0,1.0,1.0,13.0
11,96.0,240.0,10.0,10.0,9.6
4,54.0,107.0,2.0,3.0,1.169
5,63.0,126.0,3.0,3.0,1.83
Tân Bình,426.0,94.0,5.0,5.0,38.0
12,99.0,99.0,4.0,3.0,5.99
6,156.0,728.3,6.0,6.0,35.0
9,123.0,413.0,5.0,5.0,17.5
Bình Thạnh,18.0,40.0,2.0,2.0,3.25
2,85.0,85.0,2.0,2.0,2.72
Bình Tân,37.0,111.0,4.0,3.0,4.949
7,110.0,300.0,6.0,7.0,12.5
9,212.0,281.0,3.0,1.0,12.0
6,70.0,120.0,4.0,2.0,6.5
Tân Phú,200.0,200.0,1.0,1.0,25.0
2,225.0,1800.0,8.0,7.0,100.0
2,130.0,390.0,10.0,10.0,33.0
Tân Bình,60.0,60.0,6.0,6.0,12.49
6,80.0,80.0,5.0,5.0,8.8
5,60.0,120.0,3.0,3.0,1.25
5,35.0,140.0,3.0,3.0,5.2
Tân Phú,90.0,90.0,5.0,5.0,16.8
11,62.0,186.0,3.0,2.0,1.3
4,80.0,80.0,2.0,2.0,4.7
6,90.0,320.0,6.0,7.0,16.5
Tân Bình,48.0,220.0,5.0,4.0,10.8
Tân Phú,70.0,280.0,4.0,4.0,15.6
9,68.0,68.0,2.0,2.0,4.5
1,85.0,85.0,1.0,1.0,25.0
10,260.0,300.0,8.0,8.0,68.0
9,50.0,99.0,3.0,3.0,4.5
6,126.0,212.0,5.0,5.0,16.8
11,38.0,79.0,4.0,3.0,4.7
7,170.0,170.0,4.0,3.0,21.0
9,65.0,65.0,3.0,3.0,4.5
Phú Nhuận,41.0,100.0,3.0,3.0,7.38
Gò Vấp,72.0,199.0,4.0,4.0,7.399
Tân Bình,270.0,417.0,2.0,3.0,49.0
5,130.0,200.0,2.0,2.0,18.0
1,76.0,380.0,5.0,5.0,30.0
5,58.0,116.0,3.0,3.0,0.97
12,80.0,320.0,4.0,6.0,7.3
Tân Phú,70.0,250.0,4.0,4.0,7.9
9,119.0,290.0,3.0,4.0,13.9
3,180.0,427.0,3.0,4.0,43.0
Tân Bình,200.0,1400.0,7.0,7.0,55.0
Tân Phú,60.0,180.0,3.0,3.0,5.2
Phú Nhuận,91.0,283.0,3.0,3.0,33.0
12,135.0,135.0,1.0,1.0,8.7
Gò Vấp,150.0,300.0,4.0,3.0,22.5
5,58.0,116.0,3.0,3.0,0.98
Thủ Đức (TP. Thủ Đức),57.0,70.0,3.0,3.0,4.9
12,90.0,90.0,3.0,1.0,4.95
9,50.1,130.0,3.0,4.0,3.99
7,106.0,300.0,5.0,6.0,22.0
10,154.0,814.0,4.0,4.0,80.0
5,64.0,64.0,4.0,3.0,0.98
12,30.0,60.0,2.0,2.0,1.85
4,80.0,80.0,2.0,2.0,5.4
10,112.0,200.0,3.0,2.0,20.5
1,14.0,27.0,2.0,1.0,2.9
Bình Tân,48.0,96.0,3.0,2.0,3.35
8,60.0,150.0,4.0,4.0,4.3
Gò Vấp,41.0,80.0,3.0,3.0,4.0
9,60.0,60.0,5.0,4.0,5.3
7,73.0,73.0,9.0,5.0,6.8
Tân Bình,187.0,1000.0,7.0,7.0,37.0
6,60.0,200.0,4.0,3.0,9.1
10,62.0,100.0,3.0,3.0,8.5
Phú Nhuận,41.0,80.0,2.0,2.0,5.8
1,54.0,300.0,8.0,8.0,30.0
Gò Vấp,88.0,325.0,5.0,8.0,16.5
7,221.0,500.0,5.0,6.0,19.6
3,75.0,249.0,3.0,4.0,25.0
5,70.0,70.0,4.0,5.0,2.9
8,110.0,500.0,5.0,6.0,12.2
6,37.0,150.0,5.0,4.0,8.9
11,60.0,60.0,5.0,4.0,12.7
9,88.0,100.0,3.0,3.0,7.0
12,113.4,113.4,2.0,1.0,11.8
3,90.0,148.0,2.0,2.0,43.0
12,157.0,157.0,1.0,1.0,12.5
2,100.0,400.0,5.0,5.0,16.0
1,128.0,1024.0,7.0,8.0,250.0
Tân Phú,70.0,210.0,4.0,4.0,13.499
4,88.0,160.0,3.0,2.0,8.2
Gò Vấp,140.0,280.0,8.0,8.0,17.0
Tân Phú,70.0,240.0,4.0,6.0,11.0
Bình Tân,190.0,190.0,4.0,6.0,17.5
Tân Phú,75.0,130.0,2.0,2.0,7.9
11,48.0,132.0,4.0,3.0,8.5
10,70.0,140.0,2.0,2.0,19.0
5,57.0,57.0,4.0,4.0,9.2
1,168.0,213.0,2.0,2.0,68.0
Bình Thạnh,44.0,80.0,3.0,2.0,4.599
1,73.0,160.0,2.0,2.0,28.0
1,30.0,30.0,2.0,2.0,9.5
12,82.0,82.0,3.0,2.0,5.85
Phú Nhuận,22.0,66.0,3.0,3.0,1.8
9,77.0,76.0,4.0,4.0,7.4
12,77.0,77.0,4.0,3.0,8.19
10,214.0,1284.0,5.0,5.0,58.0
Phú Nhuận,120.0,480.0,4.0,3.0,38.0
Tân Phú,56.0,56.0,3.0,2.0,5.98
10,250.0,1100.0,3.0,3.0,145.0
1,120.0,480.0,4.0,4.0,112.0
10,255.0,647.0,5.0,5.0,110.0
8,58.5,58.5,2.0,2.0,2.85
4,80.0,80.0,2.0,2.0,6.5
10,72.0,300.0,7.0,8.0,21.0
Bình Thạnh,71.0,200.0,4.0,5.0,6.7
12,60.0,60.0,3.0,2.0,3.99
6,78.0,196.0,4.0,4.0,16.0
9,83.0,83.0,3.0,2.0,7.35
5,80.0,450.0,9.0,10.0,31.0
6,84.0,84.0,4.0,4.0,16.2
Bình Tân,76.0,76.0,6.0,6.0,7.75
11,70.0,140.0,3.0,2.0,0.99
3,68.0,272.0,4.0,4.0,20.0
5,243.6,475.1,4.0,4.0,130.0
Phú Nhuận,112.0,650.0,7.0,7.0,42.0
4,71.0,71.0,2.0,2.0,1.97
11,76.0,76.0,4.0,3.0,4.25
Phú Nhuận,100.0,100.0,3.0,4.0,34.0
8,58.0,58.0,4.0,4.0,2.3
9,102.0,102.0,3.0,3.0,6.89
8,78.0,78.0,6.0,6.0,5.9
Bình Tân,40.0,79.0,2.0,2.0,4.749
6,200.0,400.0,4.0,4.0,75.0
12,60.0,200.0,7.0,6.0,6.45
Bình Thạnh,61.0,61.0,1.0,1.0,7.2
8,150.0,150.0,3.0,3.0,10.0
1,30.0,30.0,1.0,1.0,0.007
11,202.0,202.0,5.0,5.0,140.0
11,65.0,325.0,5.0,5.0,27.0
5,93.5,334.0,5.0,5.0,80.0
11,60.0,296.0,6.0,6.0,13.5
9,92.0,92.0,2.0,1.0,4.5
6,60.0,196.0,4.0,4.0,12.5
Phú Nhuận,91.0,93.0,3.0,3.0,60.0
Bình Thạnh,220.0,220.0,1.0,1.0,54.0
1,68.0,68.0,7.0,7.0,68.0
11,32.0,120.0,6.0,4.0,6.55
Thủ Đức (TP. Thủ Đức),105.0,119.0,2.0,1.0,6.0
6,35.0,100.0,1.0,3.0,4.199
10,64.0,256.0,4.0,4.0,37.0
Bình Tân,190.0,190.0,4.0,6.0,17.5
4,60.6,111.0,3.0,3.0,1.35
7,60.0,200.0,5.0,5.0,12.0
9,206.0,206.0,3.0,1.0,7.89
9,116.0,400.0,4.0,5.0,20.0
9,68.0,68.0,4.0,3.0,5.4
11,65.0,185.0,7.0,7.0,8.3
Tân Phú,59.0,120.0,2.0,2.0,6.599
9,52.0,123.0,3.0,3.0,4.85
9,90.0,90.0,4.0,4.0,4.8
1,225.0,545.0,6.0,6.0,200.0
1,80.0,300.0,6.0,7.0,62.0
10,40.0,120.0,3.0,2.0,7.8
11,60.0,180.0,4.0,3.0,1.15
4,95.0,95.0,3.0,2.0,2.7
7,130.0,200.0,9.0,9.0,10.3
10,85.0,400.0,6.0,5.0,28.0
9,53.2,122.2,4.0,3.0,4.8
Tân Bình,139.0,758.0,6.0,6.0,48.0
1,87.0,87.0,4.0,4.0,36.0
7,79.0,150.0,2.0,2.0,9.8
10,150.0,600.0,5.0,6.0,43.0
7,81.0,206.0,4.0,6.0,20.0
Bình Tân,31.0,50.0,2.0,1.0,2.5
9,66.0,66.0,3.0,4.0,8.79
1,66.0,221.0,2.0,2.0,40.0
Phú Nhuận,80.0,80.0,4.0,5.0,13.4
3,58.0,256.0,4.0,5.0,21.0
10,43.0,130.0,3.0,3.0,9.1
2,86.0,86.0,2.0,2.0,3.57
Tân Phú,156.0,156.0,5.0,5.0,19.5
Tân Bình,210.0,800.0,5.0,5.0,74.0
12,72.0,72.0,3.0,2.0,5.36
8,58.0,116.0,3.0,3.0,1.87
6,91.0,91.0,3.0,1.0,14.0
9,63.0,126.0,3.0,3.0,0.85
10,54.3,150.0,3.0,3.0,3.45
Tân Phú,58.0,130.0,4.0,3.0,8.2
12,216.0,450.0,7.0,5.0,19.0
Thủ Đức (TP. Thủ Đức),119.0,119.0,6.0,7.0,16.0
7,102.0,140.0,2.0,2.0,15.0
2,113.0,113.0,3.0,3.0,9.0
8,80.0,80.0,3.0,3.0,7.0
Tân Phú,128.0,306.0,4.0,4.0,44.999
11,62.0,104.0,3.0,3.0,1.87
12,45.0,90.0,2.0,2.0,1.38
8,64.0,128.0,3.0,2.0,0.81
10,54.0,145.0,4.0,3.0,5.49
2,120.0,120.0,3.0,2.0,12.0
Tân Bình,64.0,260.0,6.0,5.0,11.0
11,57.0,114.0,3.0,3.0,1.15
4,105.0,105.0,3.0,2.0,4.3
5,33.0,135.0,3.0,3.0,18.5
12,52.0,52.0,4.0,4.0,5.7
11,32.0,32.0,2.0,1.0,8.0
2,339.9,600.0,4.0,4.0,80.0
10,44.0,44.0,2.0,2.0,7.1
10,89.0,89.0,1.0,1.0,17.0
8,59.0,118.0,2.0,2.0,0.895
2,113.0,113.0,3.0,2.0,15.5
4,92.0,92.0,2.0,2.0,4.5
11,40.0,160.0,4.0,3.0,8.3
Tân Bình,224.0,458.0,2.0,2.0,70.0
4,80.0,80.0,5.0,5.0,4.9
11,60.0,199.0,6.0,4.0,7.6
1,51.0,155.0,4.0,4.0,58.0
4,92.0,92.0,3.0,2.0,3.8
2,129.0,129.0,3.0,2.0,21.0
4,58.8,58.8,3.0,2.0,2.2
1,115.0,400.0,5.0,5.0,72.999
Thủ Đức (TP. Thủ Đức),60.0,150.0,4.0,6.0,6.6
7,76.0,76.0,3.0,2.0,8.2
12,169.0,169.0,1.0,1.0,12.2
Tân Bình,60.0,60.0,5.0,5.0,8.9
9,58.6,118.0,3.0,3.0,4.3
8,53.6,53.6,2.0,2.0,1.8
1,200.0,1200.0,6.0,6.0,115.0
Gò Vấp,42.0,150.0,4.0,3.0,6.2
5,70.0,70.0,2.0,2.0,3.4
2,287.8,512.5,5.0,5.0,119.0
8,134.0,134.0,3.0,1.0,11.2
Bình Thạnh,68.0,68.0,4.0,3.0,6.68
5,82.0,82.0,3.0,3.0,8.5
11,12.0,12.0,1.0,1.0,1.39
Bình Tân,100.0,270.0,4.0,5.0,13.5
8,75.0,75.0,3.0,4.0,7.5
1,88.0,88.0,1.0,1.0,43.0
4,28.0,28.0,1.0,1.0,2.0
10,154.0,360.0,5.0,5.0,60.0
10,72.0,72.0,2.0,2.0,5.5
Bình Tân,60.0,60.0,3.0,2.0,5.8
9,60.4,210.0,4.0,5.0,6.1
4,44.0,84.0,2.0,2.0,13.1
9,59.0,59.0,2.0,1.0,1.58
6,82.0,196.0,4.0,4.0,14.8
5,30.0,150.0,3.0,3.0,5.6
Bình Tân,43.0,43.0,5.0,6.0,7.3
2,113.0,113.0,3.0,2.0,12.9
6,64.0,113.2,4.0,2.0,5.8
Bình Tân,80.0,240.0,6.0,6.0,7.35
2,77.0,230.0,6.0,3.0,50.0
Tân Bình,93.0,372.0,8.0,8.0,13.5
6,82.0,82.0,2.0,1.0,13.5
Tân Bình,63.0,189.0,6.0,7.0,14.9
1,132.0,264.0,6.0,6.0,100.0
Phú Nhuận,43.0,86.0,3.0,2.0,2.45
Bình Tân,30.0,60.0,2.0,2.0,2.9
Bình Thạnh,32.0,95.0,3.0,2.0,4.95
8,90.0,270.0,5.0,3.0,4.2
8,240.0,240.0,6.0,5.0,45.0
1,224.0,420.0,4.0,4.0,150.0
9,100.0,200.0,4.0,3.0,16.0
Bình Thạnh,51.0,150.0,3.0,3.0,5.8
1,121.0,121.0,3.0,2.0,11.26
Thủ Đức (TP. Thủ Đức),443.0,1800.0,5.0,6.0,87.0
11,66.0,66.0,3.0,3.0,9.1
1,319.0,638.0,2.0,2.0,100.0
12,72.0,72.0,2.0,2.0,3.15
11,54.0,54.0,6.0,5.0,9.7
9,70.0,70.0,4.0,4.0,4.2
7,95.0,380.0,4.0,5.0,15.99
Gò Vấp,377.0,420.0,3.0,2.0,58.0
8,60.0,120.0,3.0,3.0,1.22
Thủ Đức (TP. Thủ Đức),105.0,105.0,7.0,7.0,5.2
Bình Tân,76.0,76.0,3.0,2.0,6.4
Bình Thạnh,27.0,54.0,3.0,3.0,4.45
Gò Vấp,144.0,530.0,4.0,6.0,25.0
4,50.0,150.0,4.0,3.0,0.916
9,80.0,80.0,4.0,3.0,4.5
8,106.2,400.0,4.0,5.0,14.7
1,70.0,300.0,5.0,5.0,14.5
12,127.0,127.0,3.0,2.0,11.9
Tân Bình,100.0,100.0,4.0,4.0,16.5
6,80.0,80.0,5.0,4.0,13.0
Tân Phú,150.0,380.0,5.0,5.0,17.9
2,142.0,142.0,3.0,3.0,19.0
Bình Tân,100.0,100.0,2.0,1.0,6.6
1,765.0,765.0,7.0,6.0,99.0
11,56.0,210.0,4.0,3.0,12.0
11,27.0,27.0,4.0,4.0,7.6
4,83.0,83.0,3.0,2.0,8.5
Phú Nhuận,32.0,110.0,5.0,4.0,6.3
1,144.0,40.0,3.0,4.0,84.0
11,38.0,76.0,1.0,2.0,5.0
6,84.0,84.0,2.0,2.0,13.5
9,64.0,192.0,4.0,3.0,0.98
11,64.0,64.0,4.0,5.0,10.8
Tân Phú,150.0,300.0,4.0,2.0,20.3
Tân Phú,60.0,240.0,4.0,4.0,8.5
11,56.0,112.0,2.0,2.0,5.6
4,81.0,81.0,2.0,2.0,1.835
8,66.0,68.0,2.0,3.0,6.7
1,105.0,105.0,7.0,7.0,107.0
Tân Bình,70.0,240.0,4.0,5.0,11.999
Tân Phú,243.0,243.0,2.0,2.0,30.0
Tân Bình,105.0,1080.0,7.0,7.0,26.0
Tân Phú,45.0,45.0,3.0,3.0,3.199
9,77.0,77.0,2.0,2.0,5.8
12,147.0,280.0,7.0,7.0,9.8
1,160.0,960.0,6.0,6.0,40.0
5,83.0,83.0,5.0,2.0,2.69
8,80.0,350.0,5.0,5.0,5.7
6,44.0,140.0,4.0,3.0,5.9
6,79.0,140.0,4.0,4.0,5.2
5,24.0,48.0,2.0,2.0,1.8
7,80.0,200.0,3.0,3.0,14.5
Gò Vấp,73.0,231.0,4.0,4.0,12.7
Phú Nhuận,144.0,144.0,5.0,5.0,31.0
