quan,dien_tich_dat_m2,dien_tich_su_dung_m2,phong_ngu,nha_tam,gia
Bình Thạnh,68.0,250.0,5.0,6.0,16.0
3,237.0,450.0,1.0,1.0,60.0
11,67.5,67.5,2.0,2.0,3.24
7,170.0,170.0,4.0,3.0,21.0
4,114.0,114.0,3.0,2.0,11.1
4,84.0,84.0,2.0,2.0,1.46
4,87.0,87.0,2.0,2.0,1.85
Bình Thạnh,45.0,270.0,6.0,6.0,13.0
4,81.0,81.0,2.0,2.0,4.3
2,127.0,127.0,3.0,2.0,25.0
Gò Vấp,60.0,238.0,4.0,6.0,8.9
Thủ Đức (TP. Thủ Đức),36.0,72.0,2.0,2.0,3.4
6,78.0,196.0,4.0,4.0,16.0
Thủ Đức (TP. Thủ Đức),156.0,156.0,3.0,4.0,5.5
4,50.0,150.0,4.0,3.0,1.15
11,40.0,158.0,7.0,7.0,8.8
6,177.0,1000.0,8.0,9.0,28.6
Phú Nhuận,45.0,90.0,2.0,3.0,10.5
6,80.0,80.0,6.0,6.0,14.5
2,60.0,60.0,2.0,1.0,2.55
7,70.12,70.12,3.0,2.0,5.63
Phú Nhuận,128.0,739.0,5.0,5.0,82.0
1,35.0,120.0,5.0,5.0,0.007
12,110.0,110.0,8.0,9.0,17.0
6,74.0,360.0,6.0,6.0,11.0
12,63.0,63.0,4.0,5.0,6.85
12,52.0,52.0,4.0,6.0,7.45
6,68.0,68.0,4.0,4.0,10.0
Tân Phú,100.0,299.0,6.0,4.0,12.0
12,160.0,160.0,10.0,10.0,11.5
Phú Nhuận,70.0,350.0,5.0,5.0,18.0
10,100.0,500.0,4.0,5.0,25.999
9,139.0,150.0,5.0,4.0,16.5
6,80.0,300.0,4.0,5.0,12.0
11,305.0,305.0,8.0,8.0,180.0
Tân Phú,80.0,200.0,4.0,4.0,9.5
1,80.0,80.0,3.0,2.0,0.04
4,57.0,57.0,1.0,1.0,3.8
12,55.0,55.0,4.0,5.0,6.65
Bình Thạnh,48.0,99.0,2.0,2.0,4.5
Phú Nhuận,60.0,174.0,4.0,5.0,10.0
7,76.0,76.0,4.0,4.0,6.5
Bình Tân,63.0,99.0,2.0,3.0,5.399
9,90.0,90.0,4.0,5.0,8.5
4,67.0,134.0,3.0,3.0,0.98
8,96.0,384.0,5.0,5.0,18.0
9,205.0,205.0,2.0,1.0,19.99
Tân Phú,90.0,90.0,2.0,2.0,11.99
1,135.0,135.0,2.0,2.0,43.0
1,225.0,552.0,5.0,5.0,330.0
4,32.0,160.0,6.0,2.0,3.85
1,40.0,200.0,6.0,6.0,15.0
4,117.0,117.0,3.0,2.0,7.2
10,100.0,500.0,4.0,5.0,32.0
2,140.0,500.0,4.0,4.0,104.999
9,100.0,278.0,5.0,5.0,11.5
Tân Bình,100.0,310.0,4.0,6.0,23.0
3,171.0,700.0,5.0,6.0,39.999
5,36.0,130.0,8.0,10.0,11.0
10,30.0,60.0,3.0,2.0,2.29
11,686.0,1350.0,4.0,2.0,102.0
Tân Phú,65.0,65.0,6.0,6.0,12.6
Phú Nhuận,164.0,1640.0,9.0,10.0,70.0
5,48.0,200.0,6.0,5.0,15.5
11,60.0,120.0,3.0,3.0,1.15
Thủ Đức (TP. Thủ Đức),104.0,104.0,2.0,2.0,6.0
7,138.0,310.0,4.0,5.0,15.9
11,46.0,46.0,1.0,1.0,6.35
2,95.0,237.0,4.0,4.0,12.5
8,150.0,400.0,5.0,3.0,11.5
11,45.0,100.0,3.0,3.0,8.0
Bình Tân,80.0,80.0,4.0,5.0,7.1
7,114.0,114.0,3.0,2.0,8.5
10,30.0,30.0,3.0,4.0,7.0
Phú Nhuận,144.0,500.0,5.0,4.0,49.999
Tân Phú,27.0,54.0,2.0,2.0,3.4
12,104.0,104.0,4.0,2.0,2.1
2,105.0,396.0,5.0,5.0,30.0
Phú Nhuận,49.0,200.0,7.0,7.0,10.5
5,457.0,457.0,3.0,4.0,182.0
11,81.0,300.0,6.0,7.0,15.0
11,25.0,50.0,2.0,2.0,6.2
5,50.0,150.0,3.0,3.0,23.0
4,100.0,100.0,3.0,2.0,5.75
6,64.0,120.0,2.0,2.0,8.2
Thủ Đức (TP. Thủ Đức),57.1,57.1,2.0,1.0,4.3
Tân Bình,26.0,72.0,2.0,3.0,4.87
2,119.0,357.0,5.0,6.0,31.0
2,142.0,142.0,3.0,3.0,19.0
7,90.0,270.0,4.0,4.0,13.3
11,35.0,35.0,3.0,4.0,7.9
3,140.0,423.5,4.0,4.0,90.0
Bình Tân,64.0,62.0,4.0,4.0,7.8
Phú Nhuận,216.0,210.0,2.0,2.0,52.0
7,109.0,200.0,5.0,5.0,8.9
Phú Nhuận,98.0,150.0,4.0,4.0,17.8
11,60.0,120.0,3.0,2.0,0.715
7,111.0,280.0,4.0,4.0,26.5
1,105.0,105.0,3.0,2.0,12.45
Gò Vấp,170.0,276.0,4.0,2.0,16.7
9,80.0,80.0,3.0,2.0,5.8
11,60.0,120.0,3.0,2.0,1.12
3,112.0,448.0,4.0,4.0,37.0
11,36.0,96.0,3.0,3.0,6.2
4,117.0,117.0,3.0,2.0,7.5
Phú Nhuận,253.0,253.0,1.0,1.0,99.0
Tân Phú,77.0,150.0,5.0,3.0,8.5
Phú Nhuận,336.0,449.0,3.0,3.0,87.0
9,250.0,250.0,2.0,1.0,26.99
1,121.0,840.0,7.0,7.0,79.0
12,1000.0,1000.0,1.0,1.0,45.0
10,105.0,399.0,5.0,5.0,26.0
5,60.0,120.0,2.0,2.0,10.9
Tân Bình,230.0,282.0,2.0,3.0,28.0
3,210.0,210.0,7.0,7.0,250.0
2,700.0,700.0,5.0,5.0,41.0
Thủ Đức (TP. Thủ Đức),240.0,100.0,1.0,1.0,11.8
11,61.0,261.0,5.0,5.0,23.0
2,88.0,88.0,2.0,1.0,8.8
5,86.0,156.0,2.0,2.0,24.9
11,31.0,94.0,5.0,3.0,6.555
3,408.0,514.0,2.0,3.0,350.0
4,52.0,200.0,5.0,6.0,8.4
2,135.0,135.0,3.0,2.0,20.0
11,83.0,300.0,5.0,5.0,17.5
8,62.0,124.0,2.0,2.0,1.1
11,60.0,120.0,3.0,2.0,0.99
11,38.0,160.0,3.0,4.0,5.99
Thủ Đức (TP. Thủ Đức),87.0,205.0,3.0,4.0,7.3
Thủ Đức (TP. Thủ Đức),113.0,113.0,3.0,1.0,8.7
1,206.0,300.0,1.0,1.0,50.0
3,513.0,1100.0,6.0,6.0,400.0
8,1000.0,2000.0,4.0,5.0,78.0
4,62.0,124.0,3.0,3.0,1.95
Tân Phú,130.0,392.0,5.0,6.0,9.999
Thủ Đức (TP. Thủ Đức),85.0,85.0,5.0,5.0,7.2
11,21.0,21.0,2.0,2.0,2.6
10,76.0,152.0,2.0,1.0,24.0
Tân Phú,157.0,320.0,5.0,4.0,14.5
6,91.0,91.0,2.0,2.0,15.8
Bình Tân,67.0,67.0,4.0,4.0,6.6
Tân Phú,280.0,800.0,8.0,8.0,57.9
Bình Thạnh,50.0,200.0,4.0,5.0,9.5
Tân Bình,288.0,288.0,4.0,4.0,48.0
8,30.0,30.0,2.0,2.0,2.155
Gò Vấp,41.0,80.0,3.0,3.0,4.0
10,75.0,75.0,5.0,5.0,14.0
8,75.0,190.0,2.0,2.0,2.15
Gò Vấp,43.0,87.0,3.0,2.0,5.1
11,56.0,245.0,10.0,10.0,9.7
4,80.64,80.64,2.0,2.0,1.388
4,61.0,61.0,2.0,1.0,3.7
9,50.0,99.0,3.0,3.0,4.1
3,154.0,462.0,2.0,3.0,60.0
3,678.0,678.0,9.0,9.0,60.0
Tân Phú,82.0,220.0,4.0,3.0,10.3
11,64.0,256.0,4.0,4.0,10.0
8,54.0,52.0,4.0,3.0,4.85
9,213.0,213.0,7.0,8.0,19.8
4,105.0,105.0,3.0,2.0,4.3
9,65.0,130.0,3.0,4.0,1.29
Phú Nhuận,41.0,160.0,4.0,4.0,7.55
6,88.0,296.0,5.0,6.0,15.3
10,68.0,300.0,6.0,6.0,20.0
5,52.0,52.0,4.0,3.0,2.9
1,131.0,400.0,8.0,9.0,37.0
Tân Phú,80.0,320.0,5.0,6.0,8.9
6,88.0,450.0,6.0,7.0,12.9
2,120.0,120.0,3.0,2.0,9.5
11,62.0,62.0,4.0,5.0,2.4
3,87.0,87.0,4.0,4.0,65.0
10,120.0,120.0,4.0,4.0,36.5
Tân Phú,67.0,100.0,2.0,2.0,7.5
9,100.0,100.0,2.0,1.0,7.99
Thủ Đức (TP. Thủ Đức),40.0,40.0,2.0,2.0,4.9
1,80.0,320.0,1.0,1.0,19.7
Phú Nhuận,101.0,500.0,6.0,7.0,15.5
10,60.0,60.0,1.0,1.0,4.623
Bình Tân,44.0,44.0,4.0,3.0,6.0
10,61.0,122.0,3.0,2.0,3.45
10,107.0,500.0,8.0,4.0,29.0
4,64.0,128.0,3.0,3.0,0.855
2,142.0,142.0,3.0,3.0,19.0
Phú Nhuận,30.0,30.0,3.0,3.0,5.98
8,80.0,80.0,1.0,1.0,4.5
3,280.0,840.0,2.0,3.0,60.0
8,64.0,128.0,3.0,3.0,0.935
Phú Nhuận,54.0,161.0,4.0,5.0,19.8
5,60.0,120.0,3.0,3.0,0.95
1,169.0,300.0,2.0,2.0,54.999
Thủ Đức (TP. Thủ Đức),70.0,130.0,2.0,2.0,5.2
Bình Tân,48.0,48.0,4.0,3.0,4.9
11,90.0,90.0,3.0,4.0,4.5
9,88.0,88.0,5.0,4.0,4.3
6,98.0,450.0,8.0,6.0,23.8
Tân Bình,74.0,286.0,6.0,7.0,8.2
Bình Tân,120.0,335.0,5.0,6.0,27.0
10,60.0,60.0,5.0,5.0,10.3
4,58.0,116.0,3.0,3.0,1.029
7,88.0,88.0,3.0,2.0,5.99
5,63.0,126.0,3.0,3.0,1.1
Gò Vấp,100.0,357.0,5.0,6.0,19.0
4,105.0,350.0,5.0,5.0,17.0
Gò Vấp,63.0,250.0,5.0,4.0,8.9
Tân Phú,80.0,300.0,4.0,4.0,12.9
Bình Thạnh,60.0,240.0,6.0,7.0,13.5
7,153.0,200.0,4.0,5.0,12.99
6,68.0,68.0,6.0,5.0,12.6
6,39.0,39.0,1.0,1.0,3.5
3,126.4,500.3,8.0,8.0,78.0
4,82.5,82.5,3.0,2.0,3.5
Tân Bình,83.0,230.0,5.0,5.0,10.7
3,164.0,600.0,4.0,4.0,69.999
5,52.0,208.0,5.0,6.0,9.5
Phú Nhuận,152.0,900.0,7.0,7.0,65.0
Gò Vấp,84.0,220.0,3.0,4.0,13.8
7,131.0,131.0,4.0,4.0,8.7
6,42.0,64.0,2.0,2.0,3.7
Tân Bình,65.1,212.0,4.0,4.0,11.9
4,81.0,81.0,2.0,2.0,1.835
Thủ Đức (TP. Thủ Đức),60.0,50.0,4.0,4.0,6.5
7,60.0,180.0,4.0,5.0,12.5
Thủ Đức (TP. Thủ Đức),67.0,67.0,2.0,1.0,3.9
8,72.0,72.0,3.0,2.0,2.8
6,60.0,110.0,3.0,3.0,7.2
11,70.0,160.0,3.0,3.0,10.7
8,65.0,130.0,3.0,2.0,0.925
Thủ Đức (TP. Thủ Đức),139.0,139.0,4.0,4.0,9.2
6,68.0,196.0,4.0,4.0,12.0
8,62.0,120.0,3.0,3.0,1.15
6,68.0,298.0,8.0,9.0,14.0
1,42.0,84.0,3.0,2.0,7.2
1,94.0,112.0,3.0,3.0,83.0
Phú Nhuận,53.0,48.0,3.0,2.0,12.8
7,88.0,88.0,3.0,2.0,5.98
6,85.0,85.0,8.0,9.0,15.0
5,67.5,240.0,8.0,8.0,30.0
10,80.0,80.0,1.0,1.0,30.999
12,38.0,76.0,2.0,2.0,0.95
Bình Thạnh,50.0,200.0,4.0,5.0,9.5
Thủ Đức (TP. Thủ Đức),66.0,74.0,2.0,2.0,3.9
11,56.0,150.0,4.0,4.0,9.0
1,64.0,256.0,4.0,4.0,68.0
6,80.0,80.0,5.0,4.0,14.9
5,64.0,126.0,3.0,3.0,0.8
5,63.0,126.0,3.0,2.0,1.1
5,72.0,144.0,4.0,4.0,22.5
8,50.0,50.0,4.0,3.0,3.8
6,132.0,450.0,4.0,4.0,26.0
4,75.0,75.0,2.0,2.0,5.5
9,93.0,90.0,2.0,2.0,5.199
12,110.0,400.0,7.0,9.0,17.0
11,48.0,48.0,3.0,2.0,1.3
12,100.0,100.0,2.0,2.0,5.1
Tân Bình,76.0,456.0,6.0,6.0,25.0
10,29.0,50.0,2.0,2.0,6.456
7,175.0,300.0,3.0,4.0,24.0
5,74.0,74.0,4.0,4.0,16.9
5,36.0,36.0,4.0,4.0,11.5
9,64.0,64.0,3.0,3.0,1.31
Bình Tân,72.0,280.0,4.0,5.0,7.6
8,68.0,136.0,3.0,2.0,0.91
Thủ Đức (TP. Thủ Đức),36.0,36.0,2.0,2.0,3.4
Thủ Đức (TP. Thủ Đức),155.0,155.0,4.0,4.0,17.5
Tân Phú,41.0,120.0,3.0,2.0,3.0
4,81.0,81.0,2.0,2.0,3.9
2,100.0,100.0,2.0,2.0,6.75
Tân Phú,80.0,80.0,4.0,10.0,10.499
7,122.0,122.0,3.0,2.0,11.0
9,60.0,60.0,4.0,5.0,8.49
4,62.0,62.0,2.0,1.0,2.85
1,105.0,279.0,5.0,5.0,21.5
9,60.0,60.0,2.0,2.0,2.5
6,57.0,57.0,3.0,3.0,3.8
Phú Nhuận,155.0,620.0,4.0,4.0,41.0
Tân Phú,65.0,300.0,6.0,5.0,8.45
9,88.0,139.0,2.0,3.0,9.05
Tân Bình,100.0,240.0,6.0,5.0,15.5
10,64.0,64.0,6.0,7.0,14.5
6,58.0,58.0,4.0,3.0,8.0
7,59.5,100.0,2.0,2.0,9.5
2,1.0,1.0,2.0,2.0,4.12
4,135.0,135.0,4.0,2.0,8.5
8,59.0,118.0,2.0,2.0,0.73
4,100.0,100.0,3.0,2.0,9.2
Tân Phú,80.0,400.0,4.0,5.0,14.6
10,300.0,700.0,4.0,4.0,78.0
7,21.0,44.0,2.0,2.0,0.0
8,100.0,100.0,1.0,1.0,6.35
12,110.0,110.0,8.0,9.0,17.0
9,81.0,115.0,5.0,5.0,4.8
Tân Phú,55.0,149.0,4.0,3.0,5.585
11,65.0,180.0,3.0,3.0,8.5
8,63.0,126.0,3.0,3.0,0.82
6,100.0,600.0,5.0,6.0,30.0
Bình Thạnh,40.0,100.0,3.0,3.0,2.7
9,80.0,80.0,3.0,1.0,6.2
Tân Bình,300.0,600.0,4.0,4.0,61.0
7,52.0,52.0,2.0,2.0,7.1
12,20.0,60.0,2.0,3.0,0.769
Tân Phú,70.0,280.0,3.0,4.0,11.0
8,63.0,126.0,3.0,2.0,0.93
6,56.0,56.0,2.0,2.0,9.5
8,82.5,82.5,3.0,3.0,2.2
Phú Nhuận,56.0,56.0,5.0,5.0,9.3
Bình Tân,58.0,195.0,4.0,4.0,7.0
5,52.0,104.0,3.0,2.0,1.97
Tân Bình,60.0,180.0,4.0,3.0,9.5
Tân Bình,308.0,308.0,1.0,1.0,85.0
Bình Thạnh,143.0,200.0,4.0,1.0,11.6
4,42.6,95.0,2.0,2.0,3.1
Bình Thạnh,53.0,100.0,3.0,2.0,4.6
2,140.0,140.0,3.0,2.0,23.0
4,80.0,80.0,2.0,2.0,1.75
1,80.0,80.0,2.0,2.0,5.1
1,160.0,600.0,4.0,4.0,48.0
6,72.0,72.0,4.0,4.0,12.8
Thủ Đức (TP. Thủ Đức),132.0,132.0,6.0,3.0,6.9
12,84.0,330.0,4.0,5.0,7.1
Phú Nhuận,60.0,300.0,6.0,7.0,11.0
6,170.0,400.0,4.0,4.0,15.0
6,21.0,21.0,1.0,1.0,3.6
11,52.0,104.0,3.0,3.0,0.98
6,46.0,92.0,3.0,2.0,5.35
Bình Tân,100.0,100.0,5.0,3.0,16.0
6,66.0,66.0,5.0,6.0,14.5
Tân Phú,216.0,400.0,4.0,4.0,38.5
8,62.0,310.0,6.0,7.0,15.0
Phú Nhuận,60.0,120.0,3.0,3.0,7.45
Tân Bình,318.0,499.0,4.0,4.0,50.0
Tân Bình,63.0,189.0,6.0,7.0,14.9
Tân Phú,70.0,200.0,4.0,3.0,6.49
1,240.0,1200.0,5.0,5.0,85.0
Tân Bình,51.0,150.0,4.0,3.0,7.999
5,20.0,20.0,3.0,2.0,1.55
2,160.0,160.0,3.0,3.0,40.0
9,60.0,77.0,2.0,2.0,5.999
5,60.0,120.0,3.0,3.0,1.28
Gò Vấp,110.0,550.0,10.0,10.0,20.5
4,58.0,116.0,3.0,3.0,1.46
9,54.0,90.0,2.0,2.0,4.5
Bình Tân,56.0,56.0,4.0,3.0,7.2
2,142.0,142.0,3.0,2.0,23.0
1,40.0,200.0,6.0,6.0,15.0
Bình Tân,67.0,67.0,4.0,4.0,6.6
3,69.0,249.0,4.0,5.0,35.0
Thủ Đức (TP. Thủ Đức),183.0,1300.0,5.0,5.0,45.0
12,100.0,230.0,7.0,7.0,12.95
Tân Bình,132.0,264.0,2.0,1.0,43.0
9,75.0,157.0,4.0,3.0,11.0
3,399.0,407.0,2.0,4.0,75.0
7,90.0,250.0,4.0,5.0,13.5
Tân Phú,80.0,320.0,4.0,5.0,10.5
10,220.0,880.0,7.0,7.0,118.0
4,60.0,180.0,3.0,3.0,0.94
11,80.0,155.0,2.0,2.0,17.0
7,64.0,128.0,2.0,3.0,8.7
10,64.0,64.0,6.0,6.0,17.0
5,63.0,126.0,3.0,4.0,1.1
9,102.0,102.0,2.0,1.0,7.3
9,65.0,165.0,2.0,2.0,6.2
12,112.0,112.0,4.0,6.0,9.5
8,60.0,120.0,3.0,3.0,0.94
7,170.0,170.0,4.0,3.0,21.0
Thủ Đức (TP. Thủ Đức),150.0,150.0,2.0,1.0,6.0
Bình Thạnh,52.0,100.0,2.0,2.0,6.8
Tân Phú,47.0,80.0,3.0,2.0,7.999
11,60.0,119.0,3.0,2.0,0.925
Thủ Đức (TP. Thủ Đức),194.0,194.0,3.0,3.0,9.7
6,128.0,205.0,4.0,5.0,16.3
8,59.0,118.0,3.0,2.0,0.97
6,50.0,50.0,4.0,4.0,9.8
Gò Vấp,120.0,480.0,5.0,5.0,13.5
12,286.0,286.0,1.0,1.0,14.0
Phú Nhuận,114.0,700.0,7.0,8.0,35.5
Bình Tân,56.0,56.0,4.0,4.0,6.7
10,180.0,180.0,1.0,1.0,46.0
4,62.0,300.0,5.0,7.0,6.3
Gò Vấp,120.0,360.0,4.0,5.0,17.499
Tân Bình,310.0,1446.0,5.0,6.0,34.0
4,74.0,74.0,2.0,2.0,2.6
3,98.0,120.0,2.0,2.0,85.0
Tân Bình,60.0,120.0,2.0,2.0,6.8
8,184.0,320.0,4.0,2.0,0.028
8,100.0,200.0,3.0,2.0,14.0
5,63.0,480.0,6.0,7.0,34.0
Tân Phú,41.0,41.0,3.0,2.0,3.8
4,80.0,80.0,2.0,2.0,1.78
1,75.0,350.0,8.0,8.0,19.5
3,66.0,132.0,2.0,2.0,15.0
Tân Bình,475.0,475.0,8.0,8.0,100.0
8,140.0,140.0,4.0,3.0,0.73
Tân Bình,82.0,350.0,7.0,7.0,15.5
Bình Thạnh,24.0,70.0,3.0,3.0,4.75
9,560.0,1025.0,4.0,5.0,190.0
7,68.0,68.0,2.0,2.0,5.4
Phú Nhuận,154.0,154.0,2.0,2.0,65.0
Thủ Đức (TP. Thủ Đức),96.0,96.0,2.0,1.0,6.3
11,60.0,320.0,6.0,4.0,13.8
4,20.0,60.0,2.0,3.0,2.0
Bình Tân,200.0,400.0,5.0,5.0,26.8
Tân Phú,80.0,160.0,4.0,4.0,11.0
8,52.0,90.8,3.0,3.0,5.7
Tân Phú,41.5,41.5,4.0,3.0,6.5
12,94.0,94.0,4.0,4.0,4.7
2,120.0,120.0,3.0,2.0,11.0
6,443.0,443.0,1.0,1.0,65.0
6,81.0,81.0,4.0,3.0,15.0
7,95.0,95.0,4.0,4.0,7.9
9,61.6,125.0,4.0,3.0,4.5
9,149.5,280.0,4.0,3.0,22.0
Gò Vấp,49.6,148.7,4.0,4.0,5.99
1,75.0,300.0,4.0,3.0,80.0
8,60.0,118.0,3.0,3.0,0.81
12,20.0,33.0,2.0,2.0,1.55
Gò Vấp,58.0,172.0,4.0,5.0,8.0
1,30.0,102.0,4.0,3.0,13.5
8,60.0,120.0,3.0,2.0,1.09
5,46.4,46.4,3.0,3.0,2.75
11,59.0,59.0,4.0,4.0,2.1
5,53.5,51.0,2.0,2.0,15.0
4,80.0,80.0,2.0,2.0,6.5
12,56.0,56.0,3.0,3.0,5.2
9,52.0,123.0,3.0,3.0,5.2
2,102.0,102.0,3.0,2.0,2.74
Phú Nhuận,40.0,89.0,2.0,3.0,5.4
Tân Bình,68.0,340.0,5.0,5.0,22.5
4,80.0,80.0,2.0,2.0,6.9
7,125.0,200.0,7.0,7.0,11.9
6,95.0,220.0,3.0,3.0,12.8
Gò Vấp,45.0,150.0,4.0,4.0,5.65
9,130.0,130.0,2.0,2.0,7.5
9,152.0,152.0,2.0,1.0,5.999
Gò Vấp,240.0,456.0,5.0,6.0,55.0
Tân Phú,133.0,133.0,2.0,2.0,12.5
Tân Phú,79.0,158.0,3.0,3.0,6.5
9,80.0,80.0,5.0,6.0,4.7
1,32.0,32.0,1.0,2.0,1.99
9,86.0,123.0,4.0,2.0,9.0
Bình Tân,65.0,79.0,3.0,2.0,4.086
9,30.0,51.0,2.0,2.0,4.05
11,100.0,200.0,3.0,3.0,18.0
3,152.0,250.0,3.0,3.0,39.0
9,60.0,180.0,4.0,3.0,1.045
Tân Phú,66.0,300.0,6.0,5.0,10.499
7,50.0,100.0,2.0,3.0,6.4
8,40.0,120.0,3.0,3.0,5.9
4,60.0,60.0,2.0,2.0,3.9
12,110.0,340.0,8.0,9.0,17.0
Bình Tân,56.0,56.0,2.0,2.0,5.4
Bình Tân,48.0,90.0,2.0,2.0,3.89
12,60.0,60.0,3.0,3.0,4.99
Phú Nhuận,73.0,107.0,3.0,3.0,46.0
6,76.0,300.0,5.0,4.0,8.7
1,114.0,342.0,3.0,3.0,32.0
Tân Bình,105.0,143.0,5.0,5.0,45.0
5,45.0,45.0,3.0,4.0,9.0
9,73.0,73.0,3.0,3.0,7.0
11,62.0,124.0,3.0,2.0,0.935
6,72.0,210.0,4.0,4.0,12.7
Tân Bình,70.0,200.0,3.0,3.0,18.0
6,165.0,165.0,3.0,1.0,10.5
1,270.0,540.0,7.0,7.0,65.0
Tân Phú,56.0,200.0,4.0,4.0,11.5
Gò Vấp,57.1,206.0,5.0,6.0,7.9
9,48.0,96.0,2.0,2.0,0.88
6,80.0,220.0,4.0,3.0,25.0
8,48.0,96.0,2.0,2.0,0.75
2,134.5,300.0,4.0,5.0,34.0
Tân Bình,56.0,120.0,2.0,1.0,8.2
1,102.0,570.0,4.0,4.0,60.0
Phú Nhuận,225.0,425.0,5.0,5.0,45.0
Phú Nhuận,83.0,160.0,4.0,2.0,16.0
4,117.0,117.0,3.0,2.0,7.5
8,62.0,150.0,5.0,3.0,6.4
4,61.0,61.0,3.0,3.0,0.97
6,80.0,320.0,5.0,4.0,11.95
Tân Phú,72.0,200.0,4.0,4.0,9.0
5,51.0,51.0,2.0,2.0,17.9
Tân Phú,52.0,104.0,3.0,2.0,3.89
4,102.0,102.0,3.0,2.0,2.585
4,42.0,42.0,3.0,4.0,2.8
6,68.0,68.0,5.0,4.0,12.5
6,60.0,60.0,4.0,4.0,9.2
Phú Nhuận,60.0,300.0,5.0,6.0,12.85
4,105.0,105.0,3.0,2.0,6.0
4,58.0,116.0,3.0,3.0,1.46
1,120.0,480.0,4.0,4.0,120.0
8,33.0,33.0,2.0,2.0,1.39
6,92.5,308.0,5.0,6.0,8.8
10,72.0,320.0,7.0,8.0,20.0
6,62.0,62.0,6.0,5.0,12.5
Phú Nhuận,32.0,32.0,2.0,2.0,4.4
9,56.0,56.0,3.0,2.0,2.6
1,45.0,200.0,5.0,5.0,12.6
4,26.0,52.0,1.0,2.0,6.5
1,120.0,1000.0,8.0,8.0,75.0
11,36.0,72.0,2.0,2.0,6.8
6,115.0,400.0,5.0,4.0,13.0
10,30.0,100.0,2.0,3.0,7.0
5,50.0,200.0,5.0,3.0,22.5
1,250.0,500.0,2.0,2.0,119.999
4,92.0,92.0,2.0,2.0,4.5
9,130.0,130.0,3.0,3.0,7.15
1,217.0,207.0,5.0,5.0,350.0
9,70.0,70.0,3.0,3.0,5.5
4,61.0,122.0,3.0,2.0,1.38
3,91.0,700.0,7.0,7.0,85.0
2,112.0,112.0,3.0,2.0,13.0
Bình Thạnh,61.0,200.0,4.0,5.0,11.49
Phú Nhuận,18.0,35.0,2.0,2.0,2.9
Phú Nhuận,18.0,35.0,2.0,2.0,2.9
Phú Nhuận,130.0,390.0,3.0,3.0,32.0
Bình Tân,64.0,62.0,4.0,4.0,7.8
Thủ Đức (TP. Thủ Đức),72.0,204.0,4.0,3.0,8.8
1,412.0,803.0,4.0,4.0,180.0
6,73.0,250.0,4.0,4.0,22.0
5,65.0,65.0,3.0,3.0,2.25
5,88.0,88.0,8.0,8.0,19.5
6,96.0,380.0,6.0,6.0,14.3
6,80.0,80.0,5.0,6.0,13.0
10,103.0,103.0,3.0,2.0,8.2
Tân Bình,134.0,134.0,4.0,4.0,37.0
8,20.0,20.0,3.0,2.0,2.2
Tân Bình,88.0,380.0,6.0,6.0,18.8
12,104.0,104.0,4.0,6.0,9.99
Tân Bình,164.0,164.0,5.0,5.0,47.0
9,300.0,300.0,5.0,5.0,37.89
Bình Tân,108.0,108.0,2.0,2.0,10.5
Tân Bình,176.0,176.0,7.0,7.0,65.0
