quan,dien_tich_dat_m2,dien_tich_su_dung_m2,phong_ngu,nha_tam,gia
6,80.0,320.0,4.0,3.0,11.8
5,41.5,41.5,4.0,4.0,2.99
4,51.0,120.0,3.0,2.0,4.95
8,70.0,70.0,3.0,3.0,2.26
12,52.0,52.0,4.0,6.0,7.55
Thủ Đức (TP. Thủ Đức),51.0,100.0,1.0,1.0,3.6
Bình Tân,52.0,52.0,1.0,1.0,5.7
12,55.0,55.0,5.0,4.0,4.95
11,94.0,94.0,4.0,3.0,3.79
6,84.0,84.0,7.0,8.0,14.5
Tân Phú,128.0,128.0,8.0,8.0,9.68
4,77.0,77.0,2.0,2.0,4.1
7,72.0,72.0,3.0,2.0,5.48
5,60.0,120.0,3.0,3.0,1.25
11,62.5,62.5,2.0,2.0,6.9
Gò Vấp,135.0,135.0,1.0,1.0,21.499
10,80.0,80.0,6.0,8.0,19.5
5,70.5,70.5,3.0,3.0,3.1
Thủ Đức (TP. Thủ Đức),603.0,603.0,4.0,1.0,17.0
6,68.0,68.0,4.0,5.0,12.0
6,60.0,60.0,5.0,4.0,10.5
Bình Tân,184.0,228.0,4.0,5.0,25.5
10,263.0,263.0,3.0,3.0,42.0
6,80.0,280.0,5.0,5.0,14.5
Bình Thạnh,41.0,80.0,3.0,2.0,4.2
3,250.0,1747.0,10.0,10.0,180.0
Bình Tân,59.0,160.0,4.0,3.0,5.5
12,27.0,27.0,2.0,2.0,2.48
Bình Tân,60.0,60.0,4.0,4.0,9.7
4,108.0,215.0,5.0,3.0,12.0
Bình Tân,56.0,56.0,4.0,3.0,5.9
Phú Nhuận,63.0,200.0,5.0,5.0,11.8
9,53.0,106.0,3.0,3.0,0.87
Phú Nhuận,68.0,130.0,3.0,3.0,6.8
4,75.0,75.0,2.0,2.0,1.53
12,75.0,75.0,2.0,2.0,6.3
5,25.0,50.0,2.0,2.0,4.5
10,55.0,400.0,6.0,6.0,46.0
10,72.0,72.0,4.0,4.0,37.0
4,65.0,65.0,2.0,1.0,3.7
Gò Vấp,120.0,165.0,4.0,2.0,13.2
8,100.0,100.0,3.0,4.0,2.4
9,70.0,70.0,3.0,3.0,6.99
Tân Bình,38.0,120.0,4.0,3.0,6.2
Tân Phú,36.0,76.0,2.0,2.0,4.6
2,100.0,100.0,2.0,2.0,15.0
Thủ Đức (TP. Thủ Đức),114.0,114.0,4.0,2.0,8.2
Tân Phú,95.0,350.0,7.0,5.0,16.399
5,81.0,324.0,3.0,4.0,31.0
7,88.0,250.0,4.0,5.0,8.6
Bình Tân,190.0,350.0,4.0,4.0,24.0
2,249.6,500.0,5.0,5.0,75.0
Tân Bình,55.0,162.0,3.0,3.0,10.9
8,60.0,120.0,3.0,2.0,1.03
Phú Nhuận,323.0,323.0,1.0,1.0,120.0
Tân Phú,60.0,300.0,6.0,5.0,9.6
4,52.0,156.0,4.0,3.0,0.895
Bình Thạnh,74.0,74.0,2.0,3.0,36.0
9,70.0,70.0,3.0,3.0,5.5
7,88.0,300.0,6.0,7.0,15.5
4,80.0,80.0,2.0,2.0,5.0
9,83.0,83.0,4.0,3.0,4.2
9,56.0,131.0,4.0,4.0,5.8
10,30.0,96.0,3.0,4.0,10.5
11,60.0,120.0,3.0,3.0,1.15
1,60.0,60.0,3.0,4.0,18.5
Thủ Đức (TP. Thủ Đức),76.0,123.0,1.0,1.0,13.5
Tân Phú,75.0,375.0,6.0,6.0,12.3
9,64.0,64.0,3.0,1.0,11.0
11,80.0,160.0,2.0,2.0,13.0
Phú Nhuận,60.0,120.0,3.0,2.0,0.299
6,64.0,150.0,4.0,3.0,9.8
9,450.0,428.0,1.0,1.0,3.15
2,120.0,400.0,7.0,8.0,15.2
6,80.0,80.0,4.0,4.0,13.9
6,70.0,130.0,2.0,2.0,9.1
4,60.0,59.0,4.0,2.0,0.98
9,50.8,144.4,4.0,4.0,5.27
4,60.0,118.0,3.0,3.0,0.87
2,104.7,314.0,4.0,5.0,30.0
2,81.0,81.0,2.0,1.0,14.0
Bình Tân,80.0,220.0,4.0,4.0,10.0
1,233.0,380.0,4.0,4.0,125.0
1,169.0,86.0,2.0,2.0,55.0
6,50.0,49.0,5.0,5.0,6.35
9,69.0,64.0,3.0,3.0,5.4
9,84.0,84.0,2.0,1.0,3.99
Bình Tân,63.0,110.0,5.0,3.0,4.7
1,108.0,108.0,3.0,2.0,1.965
6,88.0,350.0,5.0,5.0,12.9
Bình Tân,72.0,280.0,5.0,5.0,5.6
11,70.0,70.0,3.0,3.0,10.5
6,88.0,88.0,2.0,2.0,10.5
Tân Phú,36.0,99.0,3.0,3.0,4.87
Bình Tân,76.0,76.0,3.0,2.0,6.4
Tân Bình,56.0,200.0,4.0,4.0,14.8
1,53.0,53.0,1.0,1.0,6.02
4,92.0,92.0,2.0,2.0,3.4
4,71.0,71.0,2.0,2.0,1.72
1,36.0,140.0,4.0,4.0,8.2
Tân Bình,230.0,230.0,5.0,5.0,32.0
1,300.0,600.0,2.0,1.0,85.0
8,56.0,56.0,2.0,2.0,1.79
5,60.0,60.0,4.0,4.0,12.8
Phú Nhuận,33.0,104.0,4.0,5.0,14.5
12,69.0,69.0,4.0,6.0,7.35
5,160.0,300.0,5.0,6.0,80.0
Tân Phú,36.0,144.0,3.0,3.0,4.0
2,127.0,127.0,3.0,2.0,20.5
11,55.0,180.0,4.0,3.0,6.5
Tân Phú,101.0,300.0,4.0,4.0,11.9
9,75.0,157.0,3.0,3.0,11.2
Bình Tân,60.0,60.0,5.0,5.0,7.0
9,99.0,170.0,3.0,2.0,22.5
Thủ Đức (TP. Thủ Đức),196.0,196.0,2.0,2.0,17.8
12,48.0,48.0,3.0,2.0,3.98
11,96.0,280.0,4.0,5.0,15.3
8,27.0,27.0,2.0,2.0,4.0
Gò Vấp,295.0,500.0,8.0,7.0,59.5
6,28.0,56.0,1.0,1.0,3.05
Thủ Đức (TP. Thủ Đức),64.0,66.0,5.0,5.0,3.8
4,63.5,63.5,2.0,2.0,2.55
5,59.0,118.0,3.0,3.0,0.99
9,56.0,57.0,2.0,1.0,5.5
Bình Thạnh,139.2,285.7,4.0,4.0,28.0
9,184.0,184.0,10.0,10.0,6.55
4,45.0,150.0,3.0,3.0,5.3
1,63.0,226.0,3.0,3.0,35.0
6,148.0,580.0,10.0,8.0,19.0
6,80.0,80.0,4.0,4.0,12.5
7,66.0,66.0,4.0,4.0,6.8
1,252.0,756.0,3.0,3.0,60.0
8,114.0,300.0,4.0,4.0,5.6
9,52.8,123.0,3.0,3.0,4.5
7,80.0,205.0,4.0,5.0,13.2
9,60.0,60.0,4.0,5.0,6.2
Phú Nhuận,60.0,300.0,6.0,7.0,13.9
8,58.0,116.0,3.0,3.0,1.87
2,156.5,400.0,4.0,4.0,36.0
8,65.0,130.0,3.0,3.0,0.98
5,55.0,55.0,3.0,2.0,5.89
Tân Phú,55.0,20.0,4.0,4.0,7.0
Phú Nhuận,60.0,250.0,6.0,7.0,11.0
9,70.0,175.0,4.0,4.0,7.2
5,57.0,57.0,3.0,3.0,2.2
10,35.0,72.0,2.0,2.0,7.3
Phú Nhuận,60.0,120.0,3.0,2.0,3.15
10,109.0,653.0,5.0,6.0,52.0
11,40.0,179.0,6.0,7.0,8.3
1,43.0,200.0,4.0,5.0,13.0
9,64.0,192.0,3.0,3.0,0.96
Bình Tân,126.0,310.0,6.0,7.0,32.0
Tân Phú,18.0,50.0,2.0,2.0,2.5
Tân Phú,72.0,300.0,4.0,4.0,11.9
2,290.0,290.0,4.0,4.0,42.0
1,35.0,130.0,4.0,5.0,13.9
7,111.0,790.0,6.0,6.0,23.5
7,233.4,233.4,6.0,6.0,40.0
8,55.0,130.0,3.0,4.0,5.8
4,46.2,46.2,2.0,3.0,2.25
4,12.0,26.0,1.0,1.0,1.79
8,62.0,122.0,3.0,3.0,1.14
Tân Phú,48.0,139.0,4.0,4.0,6.789
11,64.0,300.0,6.0,6.0,12.0
11,38.0,120.0,4.0,3.0,8.8
3,120.0,960.0,7.0,8.0,45.0
6,80.0,80.0,2.0,2.0,10.3
12,80.0,80.0,4.0,4.0,11.5
Phú Nhuận,62.0,240.0,4.0,4.0,11.3
8,56.0,112.0,2.0,2.0,0.94
Tân Phú,72.0,72.0,4.0,3.0,14.2
9,70.0,158.0,5.0,4.0,6.7
11,31.0,120.0,4.0,3.0,5.8
Tân Bình,234.0,232.0,7.0,6.0,68.0
9,61.0,122.0,2.0,2.0,0.91
Tân Bình,55.0,130.0,4.0,3.0,7.9
3,568.0,568.0,6.0,6.0,165.0
12,52.0,52.0,4.0,6.0,7.68
7,100.0,300.0,4.0,5.0,25.0
Phú Nhuận,58.0,68.0,9.0,9.0,14.8
11,45.0,45.0,6.0,5.0,9.0
5,33.0,80.0,2.0,1.0,8.5
1,54.0,216.0,4.0,3.0,35.0
9,75.0,157.5,3.0,3.0,7.7
4,60.0,180.0,4.0,3.0,0.899
12,42.0,42.0,3.0,3.0,4.19
1,47.5,166.0,2.0,2.0,38.0
9,115.0,250.0,3.0,4.0,13.5
2,100.0,100.0,2.0,2.0,10.0
8,37.0,70.0,2.0,2.0,3.35
Tân Phú,90.0,400.0,6.0,6.0,9.9
7,30.0,30.0,4.0,3.0,7.3
11,46.0,97.0,3.0,2.0,5.299
11,270.0,270.0,5.0,5.0,29.19
Bình Tân,48.0,90.0,2.0,2.0,3.55
9,140.0,140.0,2.0,2.0,7.0
4,50.0,50.0,3.0,3.0,1.266
1,139.0,139.0,2.0,2.0,43.0
12,90.0,340.0,3.0,4.0,6.5
Bình Tân,140.0,420.0,4.0,4.0,11.5
9,57.0,114.0,3.0,3.0,0.82
10,38.0,120.0,3.0,2.0,10.8
Phú Nhuận,60.0,120.0,3.0,2.0,3.79
4,84.0,84.0,2.0,2.0,1.46
10,373.0,1000.0,10.0,10.0,75.0
9,102.0,120.0,5.0,3.0,13.5
Phú Nhuận,225.0,1300.0,7.0,7.0,265.0
Tân Phú,60.0,210.0,5.0,4.0,10.5
2,149.4,323.0,4.0,5.0,40.0
8,52.6,52.6,3.0,3.0,1.9
11,39.0,145.0,5.0,5.0,4.78
7,80.0,200.0,4.0,4.0,8.7
12,51.8,51.8,4.0,3.0,2.15
9,90.0,90.0,4.0,4.0,6.8
Tân Bình,350.0,1000.0,8.0,9.0,66.0
Gò Vấp,80.0,80.0,4.0,5.0,9.5
4,196.0,196.0,3.0,2.0,20.972
9,88.0,240.0,3.0,4.0,14.5
Thủ Đức (TP. Thủ Đức),63.0,63.0,3.0,2.0,5.5
Bình Tân,80.0,80.0,4.0,4.0,8.25
Thủ Đức (TP. Thủ Đức),158.0,187.0,1.0,1.0,28.5
2,143.0,143.0,1.0,1.0,29.0
6,80.0,80.0,5.0,4.0,14.9
Tân Phú,64.0,64.0,1.0,1.0,10.0
4,80.0,80.0,2.0,2.0,3.8
11,70.0,280.0,4.0,5.0,10.7
Gò Vấp,64.0,64.0,4.0,6.0,9.5
1,160.0,1120.0,7.0,7.0,140.0
10,35.0,85.0,2.0,3.0,4.6
Tân Bình,42.0,200.0,4.0,4.0,11.8
2,90.0,200.0,4.0,4.0,16.5
1,74.0,333.0,7.0,7.0,38.0
Phú Nhuận,50.0,50.0,4.0,4.0,7.0
12,96.0,96.0,3.0,3.0,5.9
2,127.0,127.0,3.0,2.0,16.0
5,76.0,208.8,5.0,5.0,18.5
3,281.0,321.0,1.0,1.0,100.0
1,400.0,400.0,1.0,1.0,85.0
Tân Phú,48.0,160.0,4.0,5.0,6.3
2,53.0,140.0,4.0,4.0,6.5
Thủ Đức (TP. Thủ Đức),76.0,89.0,4.0,4.0,5.7
5,90.0,90.0,5.0,5.0,3.55
12,68.0,68.0,4.0,5.0,7.9
7,67.0,67.0,4.0,4.0,7.4
9,487.0,425.0,5.0,5.0,78.0
8,52.0,104.0,3.0,2.0,0.95
9,80.0,80.0,5.0,4.0,6.08
8,95.0,95.0,3.0,3.0,2.4
9,62.0,122.0,3.0,3.0,1.38
6,64.0,64.0,10.0,6.0,17.0
8,27.0,54.0,2.0,2.0,3.4
Thủ Đức (TP. Thủ Đức),90.0,225.0,3.0,3.0,6.9
12,80.0,80.0,4.0,5.0,4.3
9,88.0,150.0,3.0,3.0,8.6
9,100.0,220.0,5.0,4.0,11.0
5,56.0,56.0,3.0,3.0,3.8
8,56.0,160.0,4.0,3.0,0.962
12,55.0,55.0,4.0,3.0,5.59
4,62.0,62.0,3.0,4.0,2.59
10,102.0,102.0,2.0,2.0,3.7
11,28.0,28.0,4.0,4.0,5.23
4,64.0,64.0,3.0,3.0,0.98
9,132.0,132.0,2.0,2.0,3.7
Tân Bình,132.8,850.0,7.0,7.0,51.999
1,39.0,78.0,2.0,2.0,3.29
8,84.0,84.0,4.0,4.0,9.3
Tân Phú,130.0,398.0,2.0,2.0,9.999
Thủ Đức (TP. Thủ Đức),70.0,120.0,2.0,2.0,2.4
Thủ Đức (TP. Thủ Đức),125.0,125.0,2.0,1.0,9.8
1,200.0,1231.0,6.0,6.0,240.0
7,80.0,320.0,4.0,5.0,17.5
9,40.0,80.0,4.0,2.0,3.8
Bình Tân,60.0,60.0,3.0,2.0,5.8
8,100.0,400.0,4.0,3.0,9.7
10,160.0,1500.0,10.0,10.0,108.0
6,92.5,92.5,4.0,4.0,13.0
Tân Phú,85.0,160.0,2.0,2.0,7.89
9,67.0,52.0,2.0,2.0,4.2
8,12.0,12.5,2.0,2.0,1.73
9,50.0,99.0,3.0,3.0,4.9
Thủ Đức (TP. Thủ Đức),30.0,40.0,2.0,2.0,3.2
11,60.0,370.0,8.0,8.0,22.5
4,59.0,59.0,2.0,1.0,2.8
4,41.0,165.0,6.0,7.0,15.0
6,44.0,196.0,4.0,5.0,12.5
9,60.0,120.0,3.0,3.0,0.98
9,51.1,115.0,4.0,3.0,4.7
2,90.0,90.0,2.0,2.0,11.7
4,117.0,117.0,3.0,2.0,6.0
7,48.0,48.0,6.0,7.0,9.6
8,88.0,320.0,4.0,4.0,9.2
4,56.0,104.0,3.0,3.0,1.22
Thủ Đức (TP. Thủ Đức),108.0,360.0,4.0,5.0,6.8
6,64.0,130.0,2.0,2.0,9.6
9,117.0,235.0,9.0,9.0,7.65
6,76.0,175.0,4.0,3.0,12.0
Bình Thạnh,58.0,70.0,2.0,2.0,6.8
Bình Thạnh,43.0,120.0,3.0,3.0,6.35
7,63.9,120.0,2.0,2.0,5.6
7,91.2,180.0,4.0,2.0,15.0
7,102.0,102.0,3.0,2.0,8.8
Tân Phú,118.0,220.0,2.0,2.0,12.799
12,100.0,100.0,3.0,2.0,6.45
Tân Phú,77.0,140.0,3.0,4.0,7.5
8,20.5,41.0,2.0,2.0,2.4
Thủ Đức (TP. Thủ Đức),193.0,193.0,3.0,2.0,8.9
11,60.0,120.0,3.0,3.0,1.12
8,43.0,43.0,2.0,2.0,5.15
8,68.0,68.0,2.0,3.0,6.0
7,88.0,400.0,6.0,6.0,15.5
9,50.6,77.3,2.0,2.0,3.1
9,203.0,270.0,1.0,1.0,16.4
1,144.0,925.0,8.0,7.0,135.0
8,65.0,240.0,4.0,4.0,8.5
6,56.0,56.0,4.0,4.0,6.3
5,82.0,240.0,6.0,4.0,25.0
Bình Thạnh,226.0,500.0,5.0,2.0,11.0
Tân Bình,120.0,720.0,5.0,5.0,36.0
8,68.0,118.0,3.0,3.0,2.05
Bình Tân,72.0,72.0,2.0,1.0,5.3
Bình Thạnh,624.0,624.0,8.0,8.0,140.0
Bình Thạnh,48.0,82.0,2.0,2.0,5.95
10,45.0,220.0,8.0,5.0,13.5
Tân Bình,80.0,160.0,3.0,2.0,8.0
Tân Phú,52.0,104.0,3.0,2.0,3.55
9,54.0,77.0,1.0,1.0,6.2
6,68.0,68.0,8.0,9.0,14.0
Bình Tân,19.0,39.0,2.0,3.0,2.899
6,84.6,235.0,10.0,10.0,18.5
4,62.0,62.0,2.0,2.0,3.7
Tân Phú,73.0,73.0,1.0,1.0,6.3
8,66.0,132.0,3.0,2.0,1.09
Gò Vấp,266.0,600.0,4.0,4.0,22.499
9,70.0,70.0,4.0,4.0,15.99
Thủ Đức (TP. Thủ Đức),88.0,170.0,3.0,3.0,6.2
Bình Tân,48.0,94.0,3.0,2.0,7.3
9,100.0,150.0,1.0,1.0,14.0
10,150.0,350.0,6.0,7.0,43.0
1,80.0,250.0,5.0,5.0,25.0
6,144.0,770.0,8.0,10.0,20.0
4,77.0,77.0,2.0,2.0,4.1
Tân Phú,38.0,76.0,2.0,2.0,1.9
Gò Vấp,111.0,145.0,4.0,1.0,8.989
5,21.0,80.0,3.0,3.0,4.7
1,350.0,720.0,2.0,2.0,105.0
9,149.5,230.8,4.0,3.0,22.0
8,48.0,140.0,4.0,4.0,3.27
Phú Nhuận,46.0,175.0,5.0,4.0,7.58
1,253.0,550.0,5.0,5.0,290.0
10,510.0,1300.0,4.0,4.0,290.0
6,24.0,48.0,1.0,2.0,3.0
2,69.0,183.0,4.0,5.0,8.0
3,224.8,674.4,2.0,3.0,35.0
Phú Nhuận,55.0,200.0,5.0,5.0,13.3
5,61.0,122.0,3.0,3.0,0.91
3,115.0,577.0,7.0,7.0,34.0
Gò Vấp,140.0,140.0,8.0,9.0,17.5
9,200.0,200.0,3.0,2.0,8.99
Tân Phú,69.0,200.0,3.0,3.0,7.89
6,40.0,120.0,4.0,3.0,5.0
Bình Thạnh,43.0,150.0,4.0,3.0,9.0
8,88.0,66.0,8.0,6.0,8.8
Bình Thạnh,53.0,100.0,3.0,2.0,4.6
9,53.0,53.0,3.0,3.0,2.5
5,45.0,45.0,3.0,3.0,9.0
8,63.0,126.0,3.0,3.0,0.84
Gò Vấp,78.0,185.0,3.0,5.0,12.0
10,120.0,600.0,5.0,5.0,24.5
Bình Thạnh,353.0,1038.5,9.0,10.0,200.0
11,59.0,118.0,2.0,2.0,0.82
5,32.0,64.0,3.0,2.0,2.95
9,136.0,140.0,2.0,1.0,9.0
1,216.0,220.0,1.0,1.0,134.0
12,100.0,100.0,10.0,10.0,6.0
4,57.0,57.0,1.0,1.0,3.8
Tân Bình,55.0,180.0,4.0,3.0,7.5
Tân Bình,166.0,166.0,6.0,6.0,13.49
Phú Nhuận,146.0,146.0,2.0,1.0,13.99
5,45.0,45.0,2.0,2.0,34.0
10,117.0,317.0,5.0,5.0,50.0
2,56.0,165.0,5.0,6.0,5.8
11,46.0,92.0,3.0,2.0,5.3
Tân Bình,33.0,43.0,2.0,1.0,3.678
11,103.0,450.0,8.0,3.0,28.0
Tân Bình,95.0,95.0,5.0,3.0,27.0
12,72.0,72.0,4.0,5.0,8.6
1,82.0,82.0,6.0,6.0,38.0
9,72.0,72.0,2.0,2.0,7.5
3,198.0,1000.0,7.0,7.0,109.999
12,64.0,64.0,2.0,3.0,5.5
3,68.0,272.0,4.0,4.0,37.0
8,60.0,120.0,3.0,3.0,0.965
3,134.4,134.0,1.0,2.0,39.0
Bình Thạnh,183.0,385.0,5.0,5.0,32.0
8,156.0,156.0,3.0,1.0,9.7
6,68.0,68.0,1.0,1.0,9.0
Tân Bình,85.0,350.0,5.0,4.0,15.5
8,80.0,160.0,2.0,2.0,11.9
Bình Thạnh,55.0,200.0,5.0,4.0,16.0
11,52.0,150.0,4.0,3.0,9.2
6,64.0,64.0,4.0,4.0,10.5
7,140.0,320.0,4.0,5.0,15.9
Bình Tân,85.0,240.0,3.0,4.0,6.9
1,139.0,139.0,2.0,2.0,43.0
11,41.0,41.0,3.0,3.0,6.8
6,85.0,85.0,1.0,1.0,10.8
Tân Bình,64.0,180.0,4.0,3.0,10.5
4,85.0,85.0,2.0,2.0,5.5
3,104.0,726.4,6.0,7.0,45.0
12,207.0,207.0,1.0,1.0,20.0
5,73.0,400.0,6.0,4.0,16.0
12,74.0,74.0,4.0,6.0,7.45
5,25.0,25.0,4.0,4.0,7.2
6,104.0,600.0,7.0,6.0,15.3
5,54.0,162.0,4.0,3.0,0.988
2,105.0,105.0,3.0,2.0,2.46
9,60.0,60.0,3.0,4.0,1.98
Gò Vấp,70.0,280.0,3.0,3.0,8.3
9,68.0,136.0,3.0,3.0,1.05
12,73.0,73.0,4.0,6.0,7.3
9,65.0,130.0,3.0,3.0,1.25
6,85.0,433.0,8.0,10.0,15.0
6,47.0,90.0,2.0,2.0,6.5
9,58.0,116.0,3.0,3.0,0.98
Thủ Đức (TP. Thủ Đức),95.0,95.0,1.0,1.0,9.5
3,340.0,700.0,5.0,5.0,109.0
Tân Phú,100.0,300.0,4.0,4.0,10.6
5,40.14,78.3,5.0,4.0,19.0
12,476.0,476.0,1.0,1.0,26.5
6,72.0,260.0,4.0,5.0,10.5
11,55.0,105.0,3.0,2.0,7.9
2,127.5,272.7,5.0,5.0,21.5
2,80.0,240.0,5.0,5.0,29.0
8,60.0,120.0,2.0,2.0,0.89
Gò Vấp,233.0,208.0,4.0,4.0,22.5
12,300.0,500.0,3.0,3.0,26.0
4,58.0,58.0,3.0,2.0,0.93
8,102.0,408.0,6.0,7.0,7.5
9,56.0,138.0,4.0,4.0,5.59
9,95.0,95.0,3.0,1.0,9.79
6,72.0,72.0,6.0,5.0,15.0
Bình Tân,24.9,52.6,2.0,2.0,2.7
Thủ Đức (TP. Thủ Đức),85.0,340.0,5.0,4.0,6.97
6,57.0,113.4,2.0,2.0,8.5
Tân Bình,270.0,1400.0,6.0,5.0,80.0
Thủ Đức (TP. Thủ Đức),40.0,80.0,3.0,2.0,2.19
8,59.0,177.0,4.0,3.0,1.064
10,65.0,300.0,6.0,6.0,19.8
Tân Bình,80.0,249.0,5.0,5.0,8.9
12,85.0,85.0,4.0,6.0,7.65
7,99.0,99.0,3.0,3.0,8.8
5,140.0,890.0,10.0,10.0,0.24
Bình Tân,80.0,240.0,4.0,5.0,10.6
Thủ Đức (TP. Thủ Đức),53.0,73.0,2.0,2.0,5.15
8,320.0,600.0,4.0,3.0,26.5
Tân Bình,150.0,450.0,3.0,3.0,50.0
7,90.0,360.0,3.0,4.0,18.6
11,48.0,96.0,2.0,2.0,0.79
7,120.0,200.0,4.0,3.0,10.2
Phú Nhuận,60.0,165.0,3.0,3.0,23.0
Bình Tân,32.0,49.0,2.0,2.0,3.553
Thủ Đức (TP. Thủ Đức),168.0,168.0,3.0,2.0,8.5
Gò Vấp,94.5,149.0,2.0,2.0,30.0
11,54.0,54.0,2.0,3.0,2.65
2,550.0,550.0,7.0,6.0,450.0
11,60.0,120.0,3.0,3.0,1.15
12,60.0,60.0,3.0,2.0,3.45
4,64.0,128.0,3.0,2.0,0.93
12,56.0,112.0,3.0,3.0,4.399
7,88.0,160.0,2.0,2.0,16.5
11,66.0,400.0,4.0,4.0,11.5
Phú Nhuận,138.0,552.0,4.0,4.0,38.0
11,100.0,200.0,5.0,6.0,15.4
4,80.0,360.0,4.0,4.0,28.0
9,130.0,130.0,5.0,4.0,8.3
1,55.0,385.0,5.0,6.0,35.0
Tân Phú,100.0,318.0,8.0,9.0,21.499
8,64.0,264.0,6.0,6.0,17.0
Phú Nhuận,160.0,480.0,3.0,3.0,68.0
6,76.0,140.0,2.0,2.0,8.9
1,144.0,864.0,6.0,6.0,51.0
10,306.0,306.0,3.0,2.0,30.0
4,80.0,80.0,2.0,2.0,5.0
9,88.0,88.0,2.0,2.0,7.9
Bình Thạnh,618.0,618.0,1.0,1.0,80.0
Tân Bình,83.3,249.9,3.0,4.0,15.0
2,105.0,105.0,3.0,2.0,2.46
10,40.0,120.0,3.0,2.0,7.8
6,80.0,200.0,6.0,3.0,11.0
Gò Vấp,108.0,250.0,5.0,5.0,8.3
1,80.0,246.0,5.0,5.0,36.0
11,40.0,50.0,4.0,3.0,5.6
9,85.0,130.0,3.0,2.0,4.5
Bình Tân,95.0,240.0,4.0,5.0,13.0
6,200.0,450.0,4.0,3.0,26.0
4,84.0,180.0,3.0,3.0,7.7
1,92.0,92.0,9.0,9.0,120.0
Phú Nhuận,60.0,300.0,5.0,5.0,22.0
4,60.0,120.0,3.0,2.0,2.5
12,103.0,103.0,2.0,1.0,5.1
Bình Tân,56.0,56.0,4.0,4.0,8.5
Tân Phú,80.0,110.0,2.0,2.0,12.8
3,289.0,1500.0,8.0,8.0,105.0
6,62.0,62.0,6.0,6.0,15.0
12,56.0,56.0,4.0,6.0,6.5
5,45.0,45.0,2.0,2.0,7.299
6,98.0,180.0,3.0,2.0,10.5
12,80.0,80.0,4.0,5.0,4.1
Phú Nhuận,21.0,77.0,3.0,3.0,4.95
Thủ Đức (TP. Thủ Đức),74.0,74.0,1.0,1.0,4.3
8,105.0,300.0,3.0,3.0,7.8
12,48.0,48.0,2.0,2.0,2.85
5,50.0,100.0,2.0,2.0,9.8
Tân Phú,60.0,180.0,3.0,2.0,8.2
8,60.0,120.0,3.0,2.0,0.94
1,48.0,136.4,4.0,3.0,11.9
9,100.0,174.0,4.0,4.0,9.8
Phú Nhuận,66.0,264.0,4.0,4.0,26.0
Tân Phú,276.0,276.0,10.0,10.0,23.8
Thủ Đức (TP. Thủ Đức),70.0,70.0,2.0,2.0,4.99
11,56.0,260.0,8.0,3.0,16.5
8,190.0,300.0,4.0,4.0,18.0
2,105.0,105.0,2.0,2.0,3.2
6,136.0,450.0,5.0,6.0,30.0
4,57.0,100.0,2.0,3.0,5.0
11,50.0,100.0,3.0,3.0,1.34
8,60.0,160.0,4.0,4.0,5.85
Tân Bình,1000.0,1346.0,3.0,3.0,100.0
9,60.0,120.0,3.0,3.0,1.15
6,100.0,600.0,5.0,6.0,30.0
6,80.0,80.0,2.0,2.0,10.3
7,60.0,120.0,3.0,3.0,5.2
5,68.0,136.0,2.0,2.0,1.24
Thủ Đức (TP. Thủ Đức),20.0,31.0,2.0,1.0,1.8
Tân Phú,127.0,381.0,3.0,3.0,19.5
